t-SNE 1,t-SNE 2,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,Kmeans,AgglomerativeClustering,Birch,BisectingKMeans,AffinityPropagation,HDBSCAN,SpectralClustering,DBSCAN
-5.5200253,-6.6511173,0,0,1,0,0,0,0,0,2,2,0,3,24,-1,0,-1
5.266762,-4.3892865,0,1,1,1,0,1,1,0,4,2,0,2,42,-1,0,-1
-20.013798,12.103806,0,1,1,1,0,0,0,0,2,2,0,6,49,72,0,-1
-19.016163,10.403191,1,1,1,1,0,0,1,0,2,2,0,6,49,72,0,-1
-18.89676,10.188543,1,1,1,1,0,0,1,1,2,2,0,6,49,72,0,-1
16.549921,-16.17552,1,1,1,1,1,0,1,0,3,2,0,4,8,-1,0,-1
48.724228,-21.931755,0,1,1,0,0,0,0,0,3,0,2,1,53,99,0,-1
47.668316,-19.756565,0,0,0,1,0,0,0,0,3,0,2,1,53,99,0,-1
-1.3180301,16.827837,0,0,1,1,1,0,1,0,2,2,0,4,47,157,0,-1
46.773346,-22.433603,0,0,0,1,0,0,1,0,3,0,2,1,53,-1,0,-1
-17.81833,-21.321102,1,1,1,1,0,0,1,0,4,4,0,7,129,-1,0,-1
47.307228,-20.699465,1,1,1,1,0,1,1,0,3,0,2,1,53,99,0,-1
-1.0146339,17.08398,1,1,1,1,0,0,1,0,2,2,0,4,47,157,0,-1
-9.716972,10.502196,1,0,1,1,0,0,0,0,2,2,0,6,46,-1,0,-1
-1.864315,31.838545,1,1,1,1,1,0,1,0,1,3,0,6,57,104,0,-1
0.23577541,15.371563,1,1,1,1,0,0,1,0,2,2,0,4,47,157,0,-1
-7.5243893,12.041664,1,1,0,1,0,0,1,1,2,2,0,6,46,-1,0,-1
5.917503,30.015442,1,0,1,1,0,0,0,0,1,3,0,3,52,101,0,-1
5.916683,30.076939,1,1,1,1,0,0,1,0,1,3,0,3,52,101,0,-1
5.195302,31.580832,1,0,1,1,0,0,1,0,1,3,0,3,52,101,0,-1
4.76555,32.368553,0,1,1,1,0,0,1,0,1,3,0,3,52,101,0,-1
-2.0663192,41.179066,1,1,1,1,1,0,1,0,1,3,0,6,50,67,0,-1
38.49531,-17.16531,0,1,1,1,0,1,1,0,3,0,2,4,60,-1,0,-1
28.327446,-4.717721,0,1,1,1,1,0,1,0,3,2,0,4,60,-1,0,-1
-20.695673,12.811453,1,1,1,1,1,1,1,0,2,2,0,6,49,72,0,-1
48.085407,15.169713,1,1,1,1,0,0,0,0,0,7,2,1,51,-1,0,-1
49.105957,16.406782,1,0,1,1,0,0,0,0,0,7,2,1,51,34,0,-1
47.59946,-20.061611,1,1,1,1,0,1,1,1,3,0,2,1,53,99,0,-1
37.64876,-16.023485,1,0,1,1,0,0,1,1,3,0,2,4,60,-1,0,-1
26.616503,6.827588,1,0,0,0,0,0,0,0,4,0,0,2,31,-1,0,-1
47.30968,-22.84946,1,0,0,1,0,0,1,0,3,0,2,1,53,-1,0,-1
-17.898613,-21.139788,1,1,1,1,0,1,1,0,4,4,0,7,217,-1,0,-1
47.94355,-21.58543,1,0,1,1,0,1,1,0,3,0,2,1,53,99,0,-1
-0.3634774,17.594786,0,0,1,1,0,1,1,0,2,2,0,4,47,157,0,-1
-9.488713,10.541001,1,0,1,1,0,0,0,0,2,2,0,6,46,-1,0,-1
-1.8437765,31.857426,1,0,1,1,0,0,1,0,1,3,0,6,57,104,0,-1
0.5050775,15.771966,1,1,1,1,0,1,1,0,2,2,0,4,47,157,0,-1
5.9540133,29.9993,1,0,1,1,1,0,1,0,1,3,0,3,52,101,0,-1
4.9606805,31.245295,1,1,1,1,1,0,1,0,1,3,0,3,52,101,0,-1
4.3789372,32.206844,1,1,1,1,1,1,1,0,1,3,0,3,52,101,0,-1
2.447742,33.604378,0,0,1,1,0,0,0,0,1,3,0,3,95,-1,0,-1
-1.7127478,41.205296,1,1,1,1,1,0,1,0,1,3,0,6,50,67,0,-1
-21.242924,13.293307,0,0,1,1,0,1,1,0,2,2,0,6,49,72,0,-1
33.73022,8.096395,1,1,1,1,1,1,1,0,0,0,0,1,233,3,0,-1
47.80054,-20.746086,1,1,1,1,0,1,1,1,3,0,2,1,53,99,0,-1
33.460163,41.72763,1,1,1,1,0,0,1,0,3,3,0,3,185,-1,0,-1
33.551075,9.534811,1,0,1,0,1,0,1,0,3,0,0,3,54,3,0,-1
33.44598,8.888138,1,1,1,1,1,0,1,0,3,0,0,3,54,3,0,-1
49.788136,19.29722,1,0,1,1,1,0,1,0,0,7,2,1,55,35,0,-1
48.877728,18.383682,0,0,1,1,1,0,1,0,0,7,2,1,55,35,0,-1
38.068363,9.627966,1,1,1,1,1,0,1,0,0,0,0,1,54,-1,0,-1
49.08099,18.594822,1,1,1,1,0,0,0,0,0,7,2,1,55,35,0,-1
49.10494,18.586178,1,1,1,1,1,0,1,0,0,7,2,1,55,35,0,-1
44.030926,-23.93729,1,0,0,1,0,0,1,0,3,2,0,1,118,-1,0,-1
-17.743366,-21.748276,1,1,0,1,0,1,1,0,5,4,0,7,89,-1,0,-1
39.36963,-22.45901,1,1,1,1,1,1,1,0,3,2,0,4,56,96,0,-1
-0.75531566,18.211666,0,1,1,1,0,0,0,0,2,2,0,4,47,157,0,-1
-2.0640757,31.912277,1,0,1,1,1,0,1,0,2,3,0,6,57,104,0,-1
-6.226809,29.726547,1,0,1,1,0,0,0,0,2,3,0,6,57,-1,0,-1
-8.195138,11.835135,0,1,0,0,0,0,1,0,2,2,0,6,104,-1,0,-1
4.517581,31.030886,1,0,1,1,0,1,1,0,1,3,0,3,52,101,0,-1
3.943403,32.060516,0,0,1,1,0,0,1,0,1,3,0,3,52,101,0,-1
2.3722513,33.682503,1,0,1,0,0,0,0,0,1,3,0,6,50,-1,0,-1
-1.4393132,41.1995,0,1,1,1,0,0,0,0,1,3,0,6,50,67,0,-1
-21.740807,13.330154,1,0,1,1,1,1,1,0,2,2,0,6,49,72,0,-1
-2.3242235,41.22524,0,0,1,1,1,0,1,0,1,3,0,6,50,67,0,-1
49.198174,16.383411,1,1,1,1,1,1,1,0,0,7,2,1,51,34,0,-1
15.555025,36.662914,0,0,0,1,0,0,0,0,1,3,0,6,50,-1,0,-1
45.180737,-19.93897,1,1,1,1,0,1,1,1,3,0,2,1,118,98,0,-1
38.656578,-17.169693,1,0,1,1,0,1,1,1,3,0,2,4,53,-1,0,-1
50.154293,18.850996,1,0,1,1,0,0,0,0,0,7,2,1,55,-1,0,-1
35.63906,-15.6335945,1,1,1,1,0,1,1,1,3,2,0,4,45,-1,0,-1
35.126972,-15.748238,1,1,1,1,0,1,1,1,3,2,0,4,59,-1,0,-1
29.180458,42.376373,1,1,1,1,0,0,0,0,0,7,0,1,58,-1,0,-1
32.99998,41.790073,0,1,1,1,0,1,1,0,3,3,0,3,185,-1,0,-1
31.162745,44.336662,1,0,0,0,1,0,0,0,1,3,0,3,58,-1,0,-1
29.051027,43.649353,1,1,1,1,1,0,1,0,1,3,0,1,58,-1,0,-1
29.16072,43.965584,1,1,1,1,1,1,1,0,1,3,0,1,58,-1,0,-1
29.08464,43.959824,0,1,1,1,0,0,0,0,1,3,0,1,58,-1,0,-1
48.221027,20.736483,1,0,1,1,1,0,1,0,0,7,0,1,51,-1,0,-1
29.275139,40.036575,1,0,1,1,1,1,1,0,0,7,0,1,58,-1,0,-1
33.42431,8.81042,0,1,1,1,1,0,1,0,3,0,0,3,54,3,0,-1
32.660774,40.854515,0,0,0,0,1,0,1,0,3,3,0,3,67,-1,0,-1
32.494778,41.70789,0,1,1,1,0,0,0,0,3,3,0,3,185,-1,0,-1
29.952751,43.696552,0,1,1,1,1,0,1,0,1,3,0,1,58,-1,0,-1
27.408302,52.637974,0,0,1,0,1,0,1,0,1,0,0,3,153,-1,0,-1
50.490604,15.456174,1,1,0,1,1,1,1,0,0,7,2,1,51,-1,0,-1
40.179985,20.178635,1,1,1,1,1,1,1,1,0,7,2,1,178,-1,0,-1
49.962334,19.501532,1,1,1,1,0,0,0,0,0,7,2,1,55,-1,0,-1
38.03659,9.627175,0,1,1,1,1,0,1,0,0,0,0,1,54,3,0,-1
49.35016,18.324402,1,1,1,1,0,0,0,0,0,7,2,1,55,35,0,-1
-8.6616745,-30.460863,0,1,1,1,1,0,1,0,4,1,0,7,81,-1,0,-1
-7.6351614,-32.243935,0,1,1,1,1,0,0,0,4,1,0,7,42,-1,0,-1
9.0803585,36.806465,1,0,1,1,1,0,1,0,1,3,0,6,105,53,0,-1
9.162532,37.65764,1,0,1,1,1,1,1,0,1,3,0,6,105,53,0,-1
12.314393,-15.094414,0,1,1,1,0,1,1,0,3,2,0,4,27,-1,0,-1
28.288403,19.606144,0,1,1,1,0,0,0,0,2,0,2,4,178,-1,0,-1
-1.3621049,55.434666,0,1,1,1,1,0,1,0,1,0,2,3,176,-1,0,-1
27.174612,41.534424,1,1,1,1,1,0,1,0,3,3,0,4,120,-1,0,-1
27.190943,41.606483,1,1,1,1,1,0,1,0,3,3,0,3,58,-1,0,-1
27.488249,5.988512,1,1,1,1,1,0,1,0,3,0,0,3,31,48,0,-1
2.0048838,52.34847,0,1,1,1,1,0,1,0,1,3,0,1,152,-1,0,-1
10.230186,-11.474837,0,1,1,0,1,0,1,0,2,2,0,4,8,-1,0,-1
41.04745,17.382826,0,1,1,1,0,0,0,0,0,0,2,3,37,-1,0,-1
38.226772,16.733112,0,1,1,1,1,0,0,0,3,3,0,4,106,-1,0,-1
4.287386,12.253131,0,1,1,1,1,1,1,0,2,2,0,4,149,-1,0,-1
9.443955,-11.570881,0,1,1,1,0,0,0,0,2,2,0,6,107,-1,0,-1
-1.3810018,55.42127,0,1,1,1,1,1,1,0,1,0,2,3,176,-1,0,-1
2.0087156,52.324104,0,1,1,1,1,0,1,0,1,3,0,3,105,-1,0,-1
32.318836,-13.005363,0,1,1,1,0,0,0,0,3,1,0,4,45,-1,0,-1
39.626987,-15.390146,1,1,1,1,1,1,1,0,3,0,2,4,27,-1,0,-1
14.773105,-12.342899,0,1,1,1,0,0,0,0,3,2,0,4,8,-1,0,-1
48.655594,14.853502,1,1,1,1,0,0,0,0,0,7,2,1,51,-1,0,-1
4.310518,12.293294,0,1,1,1,1,0,1,0,2,2,0,4,120,-1,0,-1
46.7032,14.014969,0,1,1,1,0,0,1,0,0,0,2,1,227,-1,0,-1
44.29331,-3.5448768,0,0,1,0,1,0,1,0,0,0,2,1,0,-1,0,-1
27.80758,-3.8730028,1,1,1,1,1,0,0,0,3,2,0,1,51,-1,0,-1
24.372066,-35.22069,0,1,1,1,1,0,1,0,4,1,0,2,64,144,0,-1
50.89627,15.045429,1,1,1,1,0,0,1,0,0,7,2,1,51,-1,0,-1
-10.346978,52.018497,1,1,1,1,0,1,1,1,1,3,0,6,97,-1,0,-1
-35.965366,22.567957,1,1,0,0,0,0,0,0,6,5,1,5,159,-1,0,-1
-44.922062,20.176643,1,0,0,0,0,0,0,0,6,5,1,5,99,-1,0,-1
-2.8986173,38.44164,1,0,1,1,0,0,0,0,1,3,0,6,50,-1,0,-1
19.75258,-17.562855,0,1,1,1,1,0,1,0,3,2,0,2,45,-1,0,-1
23.258404,-17.986609,0,0,1,0,1,0,1,0,3,2,0,2,24,-1,0,-1
32.887592,-18.011488,1,0,1,1,0,1,1,1,3,2,0,4,59,120,0,-1
27.27979,-4.5017676,0,1,1,1,0,0,0,0,3,2,0,4,43,-1,0,-1
32.269325,-19.046244,1,0,1,1,0,0,1,1,2,2,0,4,59,-1,0,-1
32.758392,-18.341368,1,0,1,1,0,1,1,1,3,2,0,4,59,120,0,-1
17.612772,-14.482971,1,1,1,1,0,1,1,1,4,2,0,4,59,-1,0,-1
21.661533,-37.941856,0,1,1,1,1,0,1,0,4,1,0,2,179,-1,0,-1
24.519888,-9.177229,0,0,0,1,0,0,0,0,3,2,0,4,60,-1,0,-1
24.420471,18.778238,0,0,1,1,0,0,1,0,3,0,0,3,70,-1,0,-1
23.322243,-16.471642,0,1,0,1,0,0,0,0,3,2,0,4,24,139,0,-1
32.08429,-14.710088,1,1,1,1,0,0,1,0,3,2,0,4,8,-1,0,-1
26.328218,-3.8189983,0,1,1,1,0,0,0,0,3,2,0,4,43,-1,0,-1
22.158552,-20.215712,1,0,1,0,1,0,1,0,3,2,0,4,24,-1,0,-1
43.066513,17.621927,1,0,1,1,0,0,0,0,0,7,2,1,37,-1,0,-1
39.13757,-24.690525,1,0,0,1,0,0,1,0,3,2,0,4,130,-1,0,-1
31.950533,-19.419977,0,0,0,0,0,1,1,0,2,2,0,4,59,-1,0,-1
43.19637,18.329597,0,0,1,0,0,0,0,0,0,7,2,1,37,-1,0,-1
51.08851,12.544685,1,1,1,1,1,1,1,0,0,7,2,1,61,-1,0,-1
22.68073,-8.893643,0,1,1,1,1,0,1,0,3,2,0,4,60,-1,0,-1
3.3078032,35.487286,1,1,1,1,1,0,1,0,1,3,0,3,95,-1,0,-1
-35.16103,22.87235,1,1,1,1,0,1,1,1,6,5,1,5,103,-1,0,-1
34.097878,-17.176817,1,0,1,1,0,1,1,1,3,2,0,4,59,120,0,-1
46.58097,-13.3804865,1,0,1,1,0,1,1,1,3,2,0,4,85,60,0,-1
46.810192,-12.498397,1,0,1,1,0,1,1,1,2,2,0,4,85,60,0,-1
51.12159,14.443114,1,0,1,1,0,1,1,1,0,7,2,1,61,-1,0,-1
51.536453,18.361868,0,0,0,1,0,1,1,0,0,7,2,1,55,-1,0,-1
32.10942,19.259823,1,1,1,1,1,0,1,1,0,0,2,4,178,-1,0,-1
43.40926,15.527685,1,0,1,1,0,0,1,0,3,0,2,1,37,-1,0,-1
19.177559,-36.510365,0,1,1,1,1,0,1,0,4,1,0,2,63,-1,0,-1
19.176443,-36.50954,0,0,0,1,0,0,0,0,4,1,0,2,64,-1,0,-1
22.981358,-48.39771,0,0,1,1,1,0,1,0,4,1,0,2,25,-1,0,-1
21.07075,-46.394646,0,1,1,1,0,0,0,0,4,1,0,2,63,-1,0,-1
9.754339,-39.786366,1,1,1,1,1,0,1,0,4,1,0,2,62,103,0,-1
9.801256,-39.872517,1,0,1,1,1,0,1,0,4,1,0,2,62,103,0,-1
9.796099,-39.850624,1,1,1,1,1,1,1,0,4,1,0,2,62,103,0,-1
9.10462,-39.27084,0,1,1,1,1,0,1,0,4,1,0,2,62,103,0,-1
9.095204,-39.252476,0,1,1,1,1,1,1,0,4,1,0,2,62,103,0,-1
9.794047,-39.84565,1,0,1,1,1,0,1,0,4,1,0,2,62,103,0,-1
21.140533,-37.353424,0,1,0,1,1,0,1,0,4,1,0,2,69,-1,0,-1
26.603186,-34.425728,0,1,1,0,1,0,1,0,4,1,0,2,64,-1,0,-1
25.74119,-32.243507,0,1,1,1,1,0,1,0,3,1,0,2,64,-1,0,-1
23.87582,-31.744211,1,1,1,1,1,0,1,0,4,1,0,2,64,-1,0,-1
23.867077,-29.025118,0,0,1,0,0,0,1,0,4,1,0,4,64,-1,0,-1
23.810026,-29.061388,0,0,1,1,1,0,1,0,4,1,0,4,64,-1,0,-1
23.693432,-29.078863,0,1,1,1,1,0,1,0,4,1,0,2,11,-1,0,-1
23.647299,-30.809532,0,1,1,1,1,1,1,0,4,1,0,2,64,-1,0,-1
23.6717,-39.0048,1,0,1,1,1,0,1,0,4,1,0,2,64,-1,0,-1
3.2884543,1.0044303,0,0,1,1,1,0,0,0,2,2,0,6,161,-1,0,-1
21.364817,-32.330673,1,1,1,1,1,0,1,0,4,1,0,2,64,-1,0,-1
20.856932,-41.23147,1,1,0,1,1,0,1,0,4,1,0,2,63,-1,0,-1
22.753504,-31.473026,0,1,1,1,1,0,1,0,4,1,0,2,63,-1,0,-1
7.5573773,4.4678335,0,0,1,1,1,0,1,0,2,2,0,4,120,-1,0,-1
23.254719,-34.251377,0,1,1,1,1,0,1,0,4,1,0,2,64,-1,0,-1
24.466747,-32.819458,0,1,1,1,1,0,1,0,4,1,0,2,64,-1,0,-1
22.127398,-47.394543,0,0,1,0,1,0,1,0,4,1,0,2,25,-1,0,-1
-4.1549664,-25.40882,0,0,1,1,1,0,1,0,4,3,0,7,129,-1,0,-1
16.858633,-46.371693,0,1,1,1,1,0,1,0,4,1,0,2,63,-1,0,-1
1.1170291,-34.184795,1,1,1,1,1,0,1,0,4,1,0,2,40,-1,0,-1
1.1015626,-34.209026,1,1,1,0,0,0,1,0,4,1,0,2,21,-1,0,-1
15.953973,-46.135742,1,1,1,1,1,0,1,0,4,1,0,2,26,-1,0,-1
-3.6830246,5.18878,0,0,0,1,0,0,0,0,2,2,0,6,123,-1,0,-1
32.608234,-7.907127,0,0,1,1,1,0,1,0,3,0,0,4,70,-1,0,-1
30.902508,-30.463518,1,1,1,1,1,0,1,0,3,0,0,4,108,-1,0,-1
33.176647,-11.014717,1,1,1,1,1,1,1,1,3,2,0,4,71,-1,0,-1
29.134785,-31.746395,0,0,0,1,0,0,0,0,4,1,0,2,64,-1,0,-1
2.9755375,-28.715548,0,0,1,0,1,0,1,0,4,1,0,2,69,-1,0,-1
24.240889,-34.62104,0,1,0,1,1,0,1,0,4,1,0,2,64,144,0,-1
15.4142885,-29.98417,1,1,1,1,1,0,1,0,4,0,2,2,64,-1,0,-1
24.990011,-34.801586,0,0,1,1,1,0,1,0,4,1,0,2,64,-1,0,-1
32.03157,-30.7069,0,0,1,1,1,0,1,0,4,0,2,4,108,-1,0,-1
-4.8406305,7.777548,1,0,1,1,1,1,1,1,2,2,0,6,71,-1,0,-1
25.128153,-34.86074,1,1,1,1,1,1,1,1,4,1,0,2,64,-1,0,-1
11.169313,-30.643482,1,1,1,1,0,0,1,0,4,1,0,2,65,-1,0,-1
20.727558,-49.408813,1,0,0,1,0,0,1,0,4,1,0,2,25,-1,0,-1
17.849321,-27.76016,0,1,1,1,1,0,1,0,4,1,0,2,69,-1,0,-1
17.88319,-27.7052,1,1,1,1,1,0,1,0,4,1,0,2,69,-1,0,-1
18.429897,-39.88162,0,0,1,0,1,0,1,0,4,1,0,2,63,-1,0,-1
26.56904,-30.611101,0,0,1,1,1,1,1,0,3,1,0,2,45,-1,0,-1
17.878038,-28.186695,0,1,1,1,1,1,1,0,4,1,0,2,66,-1,0,-1
18.306175,-39.973534,1,1,0,0,1,0,1,0,4,1,0,2,66,-1,0,-1
7.6908417,-1.4272847,1,1,1,1,1,0,1,0,4,2,0,2,68,-1,0,-1
25.759363,-41.036774,1,1,1,1,1,0,1,0,3,1,0,2,27,-1,0,-1
25.670542,-41.02617,1,0,1,1,1,0,1,0,4,1,0,2,63,-1,0,-1
21.655226,-50.191776,1,1,0,0,0,0,1,0,4,1,0,2,25,-1,0,-1
20.621065,-31.873095,0,0,1,1,1,0,1,0,4,1,0,2,69,144,0,-1
14.198654,-21.0847,0,0,1,1,1,0,1,0,4,2,0,2,69,143,0,-1
3.0326536,-1.5378582,1,1,1,1,1,1,1,0,4,1,0,7,68,-1,0,-1
5.5695148,2.4665504,0,1,1,1,1,1,1,0,2,2,0,2,120,-1,0,-1
5.598399,2.5510573,1,1,1,1,1,0,1,0,2,2,0,4,120,-1,0,-1
14.198675,-21.047293,0,0,1,1,1,0,1,0,4,2,0,2,69,-1,0,-1
5.557641,0.6650628,0,1,1,0,1,0,1,0,2,2,0,2,65,142,0,-1
5.6863384,0.6754991,0,0,1,1,0,0,0,0,2,2,0,2,65,142,0,-1
3.4364045,1.67033,1,0,1,1,0,0,0,0,2,2,0,6,73,142,0,-1
-27.669046,-7.2315736,1,1,1,1,0,0,0,0,4,5,1,7,86,-1,0,-1
-30.179758,-6.694875,1,1,1,1,0,0,0,0,6,5,1,7,163,-1,0,-1
-30.098103,-6.671911,1,0,0,0,0,0,0,0,6,5,1,7,163,-1,0,-1
3.4784515,1.870453,1,1,1,1,1,0,1,0,2,2,0,6,74,142,0,-1
-28.381613,-4.420227,1,0,1,1,1,0,1,0,6,5,1,5,86,-1,0,-1
-27.83369,-6.074378,1,0,0,1,0,0,0,0,6,5,1,7,86,-1,0,-1
-29.39046,-5.748552,1,1,1,1,0,0,0,0,6,5,1,7,86,-1,0,-1
-28.602774,-6.318739,1,1,1,1,1,0,1,0,6,5,1,7,86,-1,0,-1
-1.9475745,-1.5059087,1,0,1,1,0,1,1,1,5,2,0,7,68,-1,0,-1
20.56628,-32.38649,0,0,1,1,1,0,1,0,4,1,0,2,69,-1,0,-1
20.696768,-34.806854,1,0,0,0,0,0,0,0,4,1,0,2,63,-1,0,-1
-22.966862,-33.896015,0,0,1,1,1,1,1,1,5,4,0,7,88,-1,0,-1
15.307412,-41.538303,1,0,1,1,1,0,0,0,4,1,0,7,66,-1,0,-1
9.226317,-1.9631503,0,0,0,1,1,0,1,0,2,2,0,6,68,-1,0,-1
7.190191,0.22103052,0,1,1,1,1,1,1,0,2,2,0,2,65,-1,0,-1
-30.54589,-6.6615553,1,0,1,1,0,0,1,0,6,5,1,5,159,-1,0,-1
27.35976,-38.219948,0,1,0,1,0,0,1,0,4,1,0,2,65,-1,0,-1
16.22524,-41.28049,1,0,0,1,0,0,0,0,4,1,0,7,66,133,0,-1
3.1548955,2.4643896,1,1,1,1,1,0,1,0,2,2,0,6,74,-1,0,-1
-22.577469,1.3376133,1,1,1,1,1,0,1,0,5,2,0,7,86,-1,0,-1
-0.6779454,-33.183968,1,0,0,0,0,0,0,0,4,1,0,7,21,-1,0,-1
-48.46132,-16.928434,0,0,1,1,0,0,0,0,6,5,1,7,92,-1,0,-1
-48.432518,-17.110365,1,0,1,1,1,1,1,0,5,5,1,7,75,-1,0,-1
-6.5020804,-28.506815,0,1,1,1,1,0,1,0,4,1,0,7,81,-1,0,-1
21.550045,-11.684756,0,1,1,1,1,0,1,0,3,2,0,4,67,-1,0,-1
11.511015,-2.2212608,0,1,1,1,1,0,1,0,4,2,0,2,65,-1,0,-1
10.457219,-1.9673753,0,1,1,1,0,1,1,0,2,2,0,2,68,-1,0,-1
13.495378,-1.8092247,1,1,1,1,1,0,1,0,3,2,0,2,45,-1,0,-1
13.200763,-1.3511009,0,1,1,1,1,0,1,0,3,2,0,4,65,-1,0,-1
12.446471,-1.7335538,0,0,1,0,1,0,0,0,4,2,0,2,65,-1,0,-1
10.764752,-1.9952835,0,1,1,1,0,1,1,0,4,2,0,2,68,-1,0,-1
13.173707,-1.5303009,0,1,1,1,1,0,1,0,3,2,0,2,65,-1,0,-1
7.583722,0.3948902,0,0,1,0,1,0,1,0,4,2,0,2,65,142,0,-1
16.237417,-41.550373,1,1,1,1,1,0,1,0,4,1,0,2,66,133,0,-1
-1.9455398,-1.4772112,1,0,0,1,1,1,1,1,2,2,0,6,161,-1,0,-1
10.843844,-30.620296,0,0,1,1,0,0,0,0,4,1,0,2,40,-1,0,-1
-36.789516,-25.168129,1,0,1,1,0,0,0,0,5,1,0,7,90,-1,0,-1
10.797238,-37.39103,1,1,1,1,1,1,1,0,4,1,0,2,62,-1,0,-1
14.909505,-40.579136,1,0,1,0,1,0,1,0,4,1,0,2,66,-1,0,-1
18.647537,-43.5172,1,1,1,1,1,0,1,0,4,1,0,2,66,-1,0,-1
20.633076,-33.777626,1,1,1,1,1,0,1,0,4,1,0,2,64,-1,0,-1
20.606558,-33.598454,1,0,1,0,1,0,1,0,4,1,0,2,64,-1,0,-1
18.062769,-43.513336,0,1,1,1,0,1,1,0,4,1,0,2,66,-1,0,-1
6.3555236,-40.209076,0,1,1,0,1,0,1,0,4,1,0,2,5,-1,0,-1
12.750537,-38.80373,0,1,1,1,1,0,1,0,4,1,0,2,69,-1,0,-1
19.527107,-43.12409,1,1,1,1,1,0,1,0,4,1,0,2,63,-1,0,-1
18.092743,-43.542175,1,1,1,1,1,0,1,0,4,1,0,2,66,-1,0,-1
15.450305,-40.06095,1,0,1,1,1,0,1,0,4,1,0,2,66,-1,0,-1
-8.084468,-33.98774,0,0,1,1,0,0,0,0,4,1,0,2,88,-1,0,-1
19.130384,-44.372295,1,0,1,1,1,0,1,0,4,1,0,2,179,-1,0,-1
9.156642,-0.17068194,1,1,1,1,1,1,1,0,4,1,0,2,65,-1,0,-1
13.7839775,-40.1753,0,0,1,0,1,0,1,0,4,1,0,2,66,103,0,-1
-5.7142673,-35.711056,0,0,0,1,0,0,0,0,4,2,0,7,21,-1,0,-1
-9.201458,-41.76931,1,1,1,1,0,0,1,0,4,0,2,2,161,-1,0,-1
9.754482,-1.7227147,1,1,1,1,1,1,1,0,4,2,0,2,68,-1,0,-1
1.2321662,-25.758337,1,1,1,1,1,0,1,0,4,2,0,2,6,-1,0,-1
8.236191,-2.4562314,0,0,1,0,0,0,0,0,5,2,0,7,68,-1,0,-1
-59.591167,-1.1643296,1,0,1,1,1,1,1,0,6,5,1,7,99,-1,0,-1
-26.638584,-3.0530448,1,1,0,1,1,0,1,1,5,2,0,7,73,-1,0,-1
9.459692,1.2829131,1,1,1,1,1,0,1,0,3,2,0,4,67,141,0,-1
22.293352,-11.568299,1,1,1,1,1,0,1,0,3,2,0,4,67,141,0,-1
12.085682,20.82701,1,0,1,1,0,0,1,0,2,3,0,3,57,-1,0,-1
22.463615,-11.626748,0,1,1,1,1,0,1,0,3,2,0,4,67,141,0,-1
10.645227,21.68819,0,0,1,0,1,0,1,1,1,3,0,3,67,-1,0,-1
10.68705,21.693201,0,1,1,1,0,0,0,0,1,3,0,3,67,-1,0,-1
6.6205864,-0.65881276,0,1,1,1,1,0,1,0,2,2,0,4,68,-1,0,-1
9.892843,1.3799167,1,1,1,1,1,1,1,1,3,2,0,4,67,141,0,-1
-1.2519693,-36.35662,1,1,1,1,1,1,1,0,4,1,0,2,68,-1,0,-1
2.434985,-27.172897,1,1,1,1,1,1,1,0,4,1,0,2,68,-1,0,-1
5.6582394,-1.9161317,0,0,0,1,0,0,0,0,4,2,0,7,68,-1,0,-1
14.31245,4.693735,0,0,1,0,1,0,1,0,3,7,0,3,120,-1,0,-1
6.6733165,-1.7964411,1,0,1,0,1,0,1,0,4,2,0,2,68,-1,0,-1
6.582946,-2.150004,1,0,1,1,0,1,1,1,4,2,0,2,68,-1,0,-1
6.749497,-1.7916867,0,1,1,1,1,1,1,0,4,2,0,2,68,-1,0,-1
10.1058235,1.2764361,0,1,1,1,1,0,1,0,3,2,0,4,65,-1,0,-1
10.126583,1.2765524,0,0,1,1,1,0,1,0,3,2,0,4,65,-1,0,-1
12.467731,-41.198578,0,0,1,1,0,0,0,0,4,1,0,2,5,-1,0,-1
11.044277,-2.2190294,0,1,1,1,1,1,1,0,4,2,0,7,68,-1,0,-1
11.714426,1.3801757,0,1,1,1,0,0,0,0,3,1,0,4,70,-1,0,-1
17.065744,-24.846962,0,0,1,1,1,0,1,0,4,1,0,2,69,143,0,-1
16.698267,-24.828901,0,0,1,0,1,0,1,0,4,1,0,2,69,143,0,-1
16.403519,-26.173407,0,0,1,1,1,0,1,0,4,1,0,2,69,-1,0,-1
16.978449,-25.40301,1,0,1,1,1,0,1,0,4,1,0,2,69,143,0,-1
17.609688,-25.661652,0,0,1,1,1,0,1,0,4,1,0,2,69,-1,0,-1
16.51854,-26.153948,0,0,1,1,0,0,0,0,4,1,0,2,69,-1,0,-1
9.010717,1.1374162,1,1,1,1,1,0,1,0,3,2,0,4,65,141,0,-1
28.311708,-38.983826,0,1,1,1,1,0,1,0,4,1,0,2,65,-1,0,-1
20.43865,-33.43736,0,0,0,1,0,0,0,0,4,1,0,2,64,-1,0,-1
20.306015,-40.947456,0,0,1,1,1,0,1,0,4,1,0,2,63,-1,0,-1
6.473672,-40.169064,0,1,1,1,1,0,1,0,4,1,0,2,5,-1,0,-1
8.601284,-42.777542,1,1,1,1,1,1,1,0,4,1,0,2,62,-1,0,-1
22.147427,-46.08492,1,0,1,0,1,0,1,0,4,1,0,2,179,-1,0,-1
