t-SNE 1,t-SNE 2,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,Kmeans,AgglomerativeClustering,Birch,BisectingKMeans,AffinityPropagation,HDBSCAN,SpectralClustering,DBSCAN
23.92852,-36.141464,0,0,1,1,1,0,1,0,4,1,0,2,64,144,0,-1
-16.79403,55.64768,0,1,1,1,0,0,0,0,1,3,0,6,30,59,0,-1
-73.84378,1.8011049,1,0,1,1,0,1,1,0,6,5,1,5,114,118,0,-1
-10.651338,17.84561,1,0,1,1,0,1,1,0,2,2,0,6,96,163,0,-1
-20.526604,21.61762,1,0,1,1,0,0,0,0,2,2,0,6,115,158,0,-1
-42.341984,24.50805,1,0,1,1,0,0,0,0,6,5,1,5,94,-1,0,-1
1.3760968,27.367456,1,0,1,1,0,0,0,0,1,3,0,3,95,130,0,-1
-43.498917,25.556437,1,1,0,1,0,0,1,0,6,5,1,5,94,-1,0,-1
-15.719524,57.942745,1,1,1,1,1,0,1,0,1,3,0,6,82,-1,0,-1
-6.517447,-20.945951,1,1,1,1,0,0,0,0,4,1,0,7,129,153,0,0
-7.122015,35.47781,1,0,1,1,0,0,1,0,1,3,0,6,175,102,0,-1
-11.274959,20.288147,0,1,1,1,0,1,1,0,2,2,0,6,96,162,0,-1
-3.4345725,-17.910917,1,1,1,1,0,0,0,0,2,1,0,2,116,154,0,-1
-27.855398,15.811731,1,0,1,1,0,1,1,1,2,5,0,6,29,-1,0,-1
-15.953848,54.628654,0,1,1,1,0,0,0,0,1,3,0,3,30,59,0,-1
-74.97113,-3.2946923,1,0,1,1,0,1,1,1,6,5,1,5,162,119,0,-1
-5.2788343,53.521255,1,0,1,1,0,0,0,0,1,3,0,6,102,76,0,-1
-4.957824,53.109924,0,1,1,1,1,0,1,1,1,3,0,6,102,76,0,-1
6.048745,45.191242,1,0,0,1,0,0,0,0,1,3,0,6,83,45,0,-1
-71.47781,3.7819517,1,1,1,1,1,1,1,1,6,5,1,5,114,-1,0,-1
22.124746,46.056023,1,0,1,1,0,0,0,0,1,3,0,3,33,-1,0,-1
-8.049532,53.37641,1,1,1,1,0,0,0,0,1,3,0,6,97,77,0,-1
-12.2925205,56.194992,0,1,1,1,0,0,0,0,1,3,0,6,164,74,0,-1
-17.274563,42.763275,0,0,1,1,0,0,0,0,1,3,0,6,32,0,0,-1
24.07248,45.04466,1,0,1,0,1,0,1,0,1,3,0,3,33,68,0,-1
-8.41893,52.887768,0,0,1,1,0,0,0,0,1,3,0,6,97,77,0,-1
-8.538638,49.10994,0,0,1,1,0,0,0,0,1,3,0,6,97,-1,0,-1
-74.243774,0.25067353,1,1,1,1,1,1,1,1,6,5,1,5,114,118,0,-1
3.1903331,64.32937,0,0,1,1,0,0,0,0,1,3,0,6,154,92,0,-1
-1.8054812,63.821957,0,0,0,0,0,0,1,0,1,3,0,6,98,91,0,-1
-2.7165785,64.70663,1,0,0,0,0,0,0,0,1,3,0,6,98,91,0,-1
40.782375,-21.092024,0,1,0,1,0,0,1,0,3,2,0,4,56,96,0,-1
43.678646,-18.184158,1,1,0,1,0,0,1,1,3,0,2,4,118,-1,0,-1
-33.757076,1.2165968,1,1,1,1,1,1,1,0,2,2,0,6,117,61,0,-1
-33.5175,24.0959,1,1,0,1,0,0,1,0,6,5,1,5,103,127,0,-1
-31.541067,26.324076,0,1,1,1,0,0,0,0,2,5,1,6,103,126,0,-1
-31.453358,26.390656,0,1,1,1,0,0,0,0,2,5,1,6,48,126,0,-1
33.38527,-8.600862,1,1,1,1,1,0,1,0,3,2,0,4,45,-1,0,-1
-2.1090002,35.421284,1,1,1,1,0,0,0,0,2,3,0,6,132,-1,0,-1
-17.901834,8.636859,1,1,1,1,1,1,1,0,2,2,0,6,49,72,0,-1
-18.548725,13.005676,0,1,1,1,0,0,0,0,2,2,0,6,49,72,0,-1
1.1098903,18.329458,1,1,1,1,0,0,0,0,2,2,0,4,47,-1,0,-1
38.96024,-22.656656,1,1,1,1,1,1,1,0,3,2,0,4,56,96,0,-1
1.0748435,18.43631,0,0,1,1,0,0,0,0,2,2,0,4,104,-1,0,-1
0.30889767,16.05682,1,1,1,1,0,0,0,0,2,2,0,4,47,157,0,-1
-26.172625,8.072235,1,1,1,1,1,1,1,0,2,2,0,6,107,122,0,-1
44.871918,-19.380367,1,0,1,1,0,1,1,1,3,0,2,4,118,98,0,-1
-37.589924,15.61882,1,1,1,1,0,0,0,0,6,5,1,5,29,-1,0,-1
-35.503677,26.93842,0,0,0,0,0,0,1,0,6,5,1,5,48,128,0,-1
-34.717636,12.667749,1,1,1,1,1,0,1,0,6,5,1,5,48,-1,0,-1
-38.00496,14.509275,0,1,1,1,0,0,0,0,6,5,1,5,29,-1,0,-1
-37.575893,15.641115,0,0,1,1,0,0,1,0,6,5,1,5,29,-1,0,-1
45.168808,-17.25806,1,1,1,1,1,1,1,1,3,2,0,4,106,-1,0,-1
-26.76958,10.77549,1,1,1,1,0,1,1,1,2,2,0,6,107,-1,0,-1
-37.801003,14.274638,1,1,1,1,1,1,1,1,6,5,1,5,29,-1,0,-1
-36.343513,0.14053811,0,0,0,1,0,0,0,0,5,2,0,7,117,-1,0,-1
39.53594,-26.236876,1,1,1,1,1,1,1,0,3,2,0,4,130,52,0,-1
-39.05013,22.861168,1,0,1,1,1,1,1,0,6,5,1,5,94,-1,0,-1
-39.160866,22.759684,1,1,1,1,1,0,1,0,6,5,1,5,94,-1,0,-1
22.139128,-20.217716,0,1,1,0,1,0,1,0,3,2,0,4,24,-1,0,-1
-39.7476,21.905464,0,0,1,1,0,0,0,0,6,5,1,5,94,-1,0,-1
43.145466,18.306181,0,1,1,1,1,0,1,0,0,7,2,1,37,-1,0,-1
-21.92056,11.209115,1,1,1,1,0,0,1,1,2,2,0,6,49,-1,0,-1
46.5024,-13.625047,1,1,1,1,0,1,1,1,3,2,0,4,85,60,0,-1
-28.253187,10.192209,0,0,1,1,0,0,0,0,2,2,0,6,107,-1,0,-1
31.750507,-11.113012,1,1,1,1,0,0,1,0,3,2,0,2,45,-1,0,-1
-16.46447,-41.66066,1,1,1,1,0,1,1,1,4,1,0,2,221,-1,0,-1
-14.021256,-21.917337,1,1,1,1,1,0,1,0,5,1,0,7,89,-1,0,-1
-70.7451,9.210366,1,0,1,1,1,1,1,1,6,5,1,5,122,54,0,-1
-69.84246,9.907646,1,1,1,1,0,1,1,1,6,5,1,5,122,55,0,-1
40.634087,-5.653308,1,1,1,1,0,1,1,1,3,2,2,4,110,-1,0,-1
-17.087986,-40.38479,0,0,0,1,0,0,0,0,5,1,0,7,109,-1,0,-1
40.575756,-5.628603,1,0,1,1,0,0,1,1,3,2,2,4,110,-1,0,-1
-23.405941,-3.530336,1,0,1,1,0,0,0,0,5,2,0,7,73,145,0,-1
-20.690739,-16.65808,1,1,1,1,1,0,1,0,5,1,0,7,217,-1,0,-1
-59.172813,10.298929,0,0,1,1,0,0,0,0,6,5,1,5,92,107,0,-1
-57.02754,-4.6736426,0,1,1,1,1,0,1,0,5,5,1,7,99,113,0,-1
-54.07783,2.0265837,1,1,1,1,0,0,0,0,6,5,1,5,12,110,0,-1
-53.55227,3.7686157,1,1,1,1,0,0,0,0,6,5,1,5,12,110,0,-1
-59.08806,-3.1728299,0,1,1,1,0,0,0,0,6,5,1,7,99,-1,0,-1
-30.541176,-18.78268,1,1,1,1,1,1,1,0,5,4,0,7,128,95,0,-1
5.5422215,-8.16132,0,0,1,1,0,0,0,0,4,2,0,4,119,70,0,-1
4.836144,-9.479827,1,1,1,1,0,0,0,0,4,2,0,2,125,70,0,-1
-0.8916015,-39.79005,0,1,1,1,0,0,0,0,4,1,0,2,217,-1,0,-1
-39.236366,-27.291162,1,1,1,1,0,0,0,0,5,4,0,7,90,88,0,-1
-36.61691,-31.029203,1,0,0,1,0,0,0,0,5,4,0,7,111,86,0,-1
-44.78381,-37.273113,1,1,1,1,1,1,1,0,5,4,1,7,78,81,0,-1
-55.994568,-4.3142014,0,1,0,1,0,0,1,0,6,5,1,7,99,112,0,-1
-27.99087,-31.019678,1,0,1,0,0,0,0,0,5,4,1,7,124,66,0,-1
-21.58237,-37.194195,0,1,1,1,0,0,0,0,4,1,0,7,124,-1,0,-1
-52.492958,1.5094925,0,1,1,1,0,0,0,0,6,5,1,5,12,110,0,-1
-52.000656,2.674486,0,1,1,1,0,0,0,0,6,5,1,5,12,110,0,-1
-32.519463,-18.995049,1,0,1,1,1,0,1,0,5,4,0,7,128,-1,0,-1
-56.776047,-3.8329926,1,0,0,0,0,0,0,0,6,5,1,7,99,112,0,-1
-44.954643,-35.35093,1,1,1,1,0,0,0,0,5,4,1,7,78,82,0,-1
-36.125153,-49.346634,0,1,1,1,1,0,1,0,5,4,1,7,79,41,0,-1
-36.288643,-46.743717,1,1,1,1,1,0,1,0,5,4,1,7,79,-1,0,-1
-31.660404,-20.944447,1,1,1,1,0,0,0,0,5,4,0,7,128,94,0,-1
-33.56079,-46.5188,1,1,1,1,1,1,1,0,5,4,1,7,127,42,0,-1
-17.81131,-0.43792444,0,0,1,1,0,0,0,0,2,2,0,6,100,146,0,-1
-58.369133,11.647014,1,1,1,1,0,0,0,0,6,5,1,5,92,107,0,-1
-16.326752,1.2621853,1,1,1,1,0,1,1,0,2,2,0,6,100,-1,0,-1
-16.971764,49.923504,0,0,1,1,0,1,1,1,1,3,0,6,14,58,0,-1
-54.99152,10.589978,0,1,1,1,1,0,1,0,6,5,1,5,93,110,0,-1
-54.19614,10.307599,1,1,1,1,0,0,1,0,6,5,1,5,93,110,0,-1
-54.792408,9.681883,1,1,1,1,1,0,1,0,6,5,1,5,93,110,0,-1
-56.488464,7.3485756,1,1,1,1,1,0,1,0,6,5,1,5,12,110,0,-1
-10.419398,44.16989,1,1,1,1,0,0,0,0,1,3,0,6,15,87,0,-1
-4.898753,43.670113,0,1,1,1,1,0,1,0,1,3,0,6,16,-1,0,-1
-32.000313,-19.981743,0,1,1,1,0,0,0,0,5,4,0,7,128,94,0,-1
-44.795525,-34.83761,1,1,1,1,0,0,0,0,5,4,1,7,78,82,0,-1
-40.760887,-50.535427,1,1,1,1,1,1,1,0,5,4,1,7,189,40,0,-1
-43.040043,8.589324,1,0,1,1,1,0,0,0,6,5,1,5,158,131,0,-1
-13.450075,20.413101,0,1,1,1,0,0,0,0,2,2,0,6,96,161,0,-1
4.5042496,41.205063,1,0,0,0,0,0,0,0,2,3,0,6,101,-1,0,-1
-28.677618,16.2456,0,1,1,1,0,0,0,0,2,5,0,6,136,-1,0,-1
-80.949585,-1.2326827,1,1,1,1,1,1,1,0,6,5,1,5,113,97,0,-1
-70.323395,-3.51184,1,1,1,1,1,0,1,1,6,5,1,5,214,111,0,-1
-71.99511,1.8073059,0,1,1,1,0,1,1,1,6,5,1,5,114,117,0,-1
22.441973,-13.093401,0,0,1,1,0,0,0,0,3,2,0,4,67,141,0,-1
-11.823087,18.137257,0,0,1,1,0,0,0,0,2,2,0,6,96,164,0,-1
23.92724,-36.139816,1,0,1,1,1,0,1,0,4,1,0,2,64,144,0,-1
-73.72123,1.5641041,0,1,1,1,0,0,1,1,6,5,1,5,114,118,0,-1
-10.766833,17.94451,0,0,1,1,0,1,1,0,2,2,0,6,96,163,0,-1
-6.521897,-21.16262,0,0,1,1,1,0,0,0,4,1,0,7,129,153,0,0
-75.00545,-3.442225,1,1,1,1,0,1,1,0,6,5,1,5,162,119,0,-1
-11.107141,20.677732,0,1,1,1,0,0,0,0,2,2,0,6,96,162,0,-1
-3.373775,-17.904049,1,0,1,1,1,0,1,0,2,1,0,2,116,154,0,-1
-3.9888523,52.797638,0,0,1,1,0,0,0,0,1,3,0,6,102,76,0,-1
-4.8293734,52.721478,0,0,1,1,0,0,0,0,1,3,0,6,102,76,0,-1
-7.6672807,53.195904,0,0,1,1,1,0,1,0,1,3,0,6,97,77,0,-1
-12.509176,56.392506,1,1,1,1,1,0,1,0,1,3,0,6,164,74,0,-1
3.2321498,64.12428,0,0,1,0,0,0,1,0,1,3,0,6,154,92,0,-1
-1.6627883,64.57242,1,0,1,1,0,0,0,0,1,3,0,6,98,91,0,-1
40.943684,17.398842,0,0,1,0,0,0,1,0,0,0,2,1,61,-1,0,-1
-40.980743,14.965402,1,0,1,1,0,0,0,0,6,5,0,5,94,-1,0,-1
45.769115,-21.618345,0,1,1,1,1,0,1,0,3,0,2,1,53,-1,0,-1
-34.797016,1.3411796,1,1,1,1,0,1,1,1,2,2,0,6,117,61,0,-1
-33.555977,24.062187,1,1,1,1,0,0,1,0,6,5,1,5,103,127,0,-1
-34.58664,26.905174,1,1,1,1,1,1,1,1,6,5,1,5,48,128,0,-1
39.133564,-22.694185,1,1,1,1,1,1,1,0,3,2,0,4,56,96,0,-1
-21.002882,26.52954,0,0,1,1,0,0,0,0,2,2,0,6,104,-1,0,-1
-26.172913,8.143838,0,1,1,1,0,0,1,0,2,2,0,6,107,122,0,-1
9.163526,36.534084,0,1,1,1,1,0,1,0,1,3,0,6,105,53,0,-1
-34.518723,23.957596,1,1,1,1,1,0,1,0,6,5,1,5,103,127,0,-1
-31.355122,25.835388,1,1,1,1,1,0,1,0,6,5,1,6,48,126,0,-1
44.251503,-3.5455723,1,1,1,1,1,0,1,0,3,0,2,4,45,-1,0,-1
-35.510548,26.923147,1,0,0,0,0,0,1,0,6,5,1,5,48,128,0,-1
-20.175228,11.803661,1,1,1,1,0,1,1,1,2,2,0,6,10,-1,0,-1
46.973156,-17.421747,1,1,1,1,0,0,0,0,3,0,2,1,106,-1,0,-1
-21.140717,24.836205,1,0,0,1,0,0,0,0,2,2,0,6,115,-1,0,-1
-21.228447,25.910173,1,0,1,1,0,1,1,1,2,2,0,6,104,-1,0,-1
4.3226304,32.282997,0,0,0,0,0,1,1,0,1,3,0,3,52,101,0,-1
-1.5840242,41.26834,0,0,1,1,0,0,1,0,1,3,0,6,50,67,0,-1
-26.737215,9.576052,0,1,1,1,1,0,1,0,2,2,0,6,107,123,0,-1
47.026947,-17.36943,1,0,1,1,0,1,1,1,3,0,2,1,106,-1,0,-1
-26.131357,9.44395,0,0,1,1,0,0,0,0,2,2,0,6,107,123,0,-1
-34.715088,12.668512,1,1,1,1,0,0,0,0,6,5,1,5,48,-1,0,-1
-28.455187,6.537662,1,0,1,1,1,0,1,0,2,2,0,6,107,121,0,-1
-36.07741,22.621063,0,1,1,1,0,0,0,0,6,5,1,5,94,-1,0,-1
32.959038,-17.575752,1,0,1,0,1,0,1,0,3,2,0,4,59,120,0,-1
18.674494,-14.9378,1,1,1,1,0,0,0,0,4,2,0,4,59,-1,0,-1
39.551292,-26.168438,1,1,1,1,1,1,1,0,3,2,0,4,130,52,0,-1
46.549175,-13.563601,1,1,1,1,0,1,1,1,3,2,0,4,85,60,0,-1
-28.263548,10.19337,0,1,1,1,0,0,0,0,2,2,0,6,107,-1,0,-1
-3.4867592,4.206138,1,0,1,1,0,0,0,0,2,2,0,4,87,-1,0,-1
-3.4856505,4.1136284,1,0,0,0,0,0,0,0,2,2,0,6,87,-1,0,-1
4.9703197,-30.081387,1,1,1,1,1,0,1,0,4,1,0,2,40,-1,0,-1
-24.539574,-1.834548,0,0,1,0,0,0,0,0,6,2,0,5,73,-1,0,-1
-70.42763,9.374639,1,1,1,1,1,0,1,0,6,5,1,5,122,54,0,-1
-69.73513,10.215187,1,0,1,1,0,0,0,0,6,5,1,5,122,55,0,-1
-69.726685,10.662096,1,1,1,1,0,1,1,1,6,5,1,5,122,55,0,-1
31.768827,-30.976858,0,1,1,1,0,0,0,1,4,0,2,2,108,-1,0,-1
2.0529804,-4.773136,1,0,1,0,0,0,0,0,4,2,0,2,69,-1,0,-1
-22.940033,-33.860744,1,0,1,0,1,0,1,0,5,4,0,7,88,-1,0,-1
-25.943787,-27.29915,1,0,1,0,1,0,1,0,5,4,0,7,124,-1,0,-1
-7.7260275,6.0365324,1,1,1,1,1,1,1,1,2,3,0,6,123,-1,0,-1
-3.973589,43.9531,1,0,1,0,1,0,1,0,1,3,0,6,16,-1,0,-1
31.279833,-9.614438,1,1,1,1,1,0,1,0,3,2,0,4,27,-1,0,-1
-17.084242,-40.37919,0,1,0,1,0,0,0,0,5,1,0,7,109,-1,0,-1
-18.315783,-39.248993,0,1,1,1,0,0,0,0,5,1,0,7,109,-1,0,-1
38.10068,-6.7064013,0,0,0,1,0,0,0,0,3,2,0,4,110,125,0,-1
-28.80252,-19.612999,0,1,1,1,1,0,1,0,5,1,0,7,128,-1,0,-1
-18.38192,-33.279816,1,0,1,1,1,1,1,1,5,1,0,7,88,-1,0,-1
-56.928505,-4.9618344,0,1,1,1,1,1,1,0,5,5,1,7,99,113,0,-1
-30.346354,-18.816471,1,1,1,1,1,1,1,0,5,4,0,7,128,95,0,-1
-1.432598,-7.9519086,1,1,1,1,0,0,0,0,4,2,0,7,9,-1,0,-1
-26.964867,-6.398028,1,1,1,1,0,1,1,1,5,1,0,7,86,-1,0,-1
-39.52282,-27.41969,1,1,1,1,0,0,1,0,5,4,0,7,90,88,0,-1
-36.64122,-30.876577,1,1,1,1,0,1,1,0,5,4,0,7,111,86,0,-1
-45.319565,-37.246796,1,1,1,1,0,0,1,0,5,4,1,7,78,81,0,-1
-56.057777,-4.2867823,1,0,0,0,0,0,0,0,6,5,1,7,99,112,0,-1
-52.78775,3.1765893,1,0,1,1,0,0,0,0,6,5,1,5,12,110,0,-1
-43.58785,-33.38509,0,0,1,1,0,0,0,0,5,4,1,7,126,83,0,-1
-56.254875,-3.4110312,1,1,1,1,0,0,0,0,6,5,1,7,99,112,0,-1
-49.27298,-1.2569457,1,1,1,1,0,1,1,1,6,5,1,7,13,-1,0,-1
-43.90032,-6.988338,1,0,1,1,0,0,0,0,5,5,1,7,77,64,0,-1
-15.822441,-1.3801789,0,0,1,1,0,0,0,0,2,2,0,6,100,146,0,-1
-46.11318,-36.124847,0,0,0,1,0,0,0,0,5,4,1,7,78,82,0,-1
-41.806656,-32.42857,0,0,0,1,0,0,0,0,5,4,1,7,126,-1,0,-1
-36.76941,-49.461052,0,0,1,1,0,0,0,0,5,4,1,7,79,41,0,-1
-36.342815,-46.8013,1,1,1,1,1,1,1,0,5,4,1,7,79,-1,0,-1
-58.7304,10.637778,1,1,1,1,0,0,0,0,6,5,1,5,92,107,0,-1
-33.86056,-46.769463,1,1,1,1,1,1,1,0,5,4,1,7,127,42,0,-1
-31.567343,-19.680962,0,0,1,1,0,0,0,0,5,4,0,7,128,94,0,-1
-40.778507,-50.538563,1,1,1,1,1,0,1,0,5,4,1,7,189,40,0,-1
2.0007794,-78.909325,0,0,0,0,0,1,1,0,7,6,2,0,157,1,0,-1
-68.5832,2.912798,1,1,1,1,0,0,0,0,6,5,1,5,12,-1,0,-1
-69.10439,2.9419904,1,1,1,1,0,0,0,0,6,5,1,5,114,-1,0,-1
-13.788232,12.920873,0,1,1,1,0,0,0,0,2,2,0,6,96,-1,0,-1
12.44166,14.769088,1,1,1,1,0,0,1,0,2,0,2,4,178,-1,0,-1
12.439444,14.77285,0,1,1,1,0,1,1,0,2,0,2,4,112,-1,0,-1
1.3852725,55.352837,1,0,1,1,0,1,1,0,1,0,2,4,112,-1,0,-1
5.503596,13.84865,1,0,1,1,1,0,0,0,2,2,0,4,136,-1,0,-1
1.0693215,55.24365,1,1,1,1,1,0,1,0,1,0,2,6,112,-1,0,-1
-32.680157,16.455837,1,1,0,1,1,1,1,1,2,5,0,5,159,149,0,-1
-43.050945,8.751706,1,1,1,1,1,1,1,0,6,5,1,5,158,131,0,-1
-32.88401,15.943523,1,1,1,1,1,0,0,0,2,5,0,6,158,149,0,-1
-28.613743,16.197456,0,1,1,1,1,0,1,0,2,5,0,6,136,-1,0,-1
-80.759964,-1.4206281,1,1,1,1,1,1,1,0,6,5,1,5,113,97,0,-1
-48.374344,20.428839,1,0,0,1,0,0,0,0,6,5,1,5,160,100,0,-1
-76.16466,-2.6140797,1,1,1,1,0,0,0,0,6,5,1,5,162,119,0,-1
-70.94663,-3.4588988,1,1,0,1,0,0,1,1,6,5,1,5,214,111,0,-1
-11.804604,18.432476,0,1,1,1,0,0,0,0,2,2,0,6,96,164,0,-1
-16.751589,55.569836,0,0,1,1,0,0,0,0,1,3,0,6,30,59,0,-1
-73.98373,1.2998145,1,1,1,1,0,1,1,0,6,5,1,5,114,118,0,-1
-10.647093,18.33448,1,1,1,1,0,0,1,0,2,2,0,6,96,163,0,-1
-20.491674,21.613401,0,0,0,0,0,1,1,0,2,2,0,6,115,158,0,-1
-32.284832,19.570131,0,1,1,1,0,1,1,0,6,5,0,5,159,-1,0,-1
-14.146647,-20.325499,1,1,1,1,0,0,0,0,5,1,0,7,129,-1,0,-1
-6.339771,-21.234568,0,0,1,1,1,0,1,0,4,1,0,7,129,153,0,0
-7.137307,35.51829,1,1,1,1,0,0,0,0,1,3,0,6,175,102,0,-1
-75.71047,-3.17158,1,1,1,1,0,0,0,0,6,5,1,5,162,119,0,-1
-11.419234,20.601778,1,1,1,1,0,0,1,0,2,2,0,6,96,162,0,-1
-3.37778,-17.907549,0,0,1,1,0,0,0,0,2,1,0,2,116,154,0,-1
-27.848131,15.810126,1,0,1,1,0,1,1,1,2,5,0,6,136,-1,0,-1
-76.36939,-3.5945325,1,1,1,1,0,0,0,0,6,5,1,5,162,119,0,-1
-3.9886289,52.650593,0,1,1,1,0,0,0,0,1,3,0,6,102,76,0,-1
-4.73643,52.48621,1,1,1,1,1,0,1,1,1,3,0,6,102,76,0,-1
6.008393,45.22993,1,0,0,1,0,0,0,0,1,3,0,6,83,45,0,-1
-71.481415,3.7599962,0,0,1,1,0,0,0,0,6,5,1,5,114,-1,0,-1
-7.5235996,53.461906,0,1,1,1,0,0,0,0,1,3,0,6,97,77,0,-1
-12.547952,56.501568,0,1,1,1,1,0,1,0,1,3,0,6,164,74,0,-1
-74.537544,-0.1998747,1,1,1,1,0,1,1,0,6,5,1,5,114,118,0,-1
-1.8498505,64.28025,0,1,1,1,0,1,1,0,1,3,0,6,98,91,0,-1
-74.53971,2.2872736,1,1,1,1,0,1,1,1,6,5,1,5,114,-1,0,-1
39.73674,-15.420788,0,0,1,1,0,0,0,0,3,0,2,4,27,-1,0,-1
-33.72512,0.27950925,1,1,1,1,1,1,1,0,2,2,0,6,117,61,0,-1
-33.49658,24.080166,1,1,1,1,0,0,1,1,6,5,1,5,103,127,0,-1
-15.833118,18.419886,1,1,1,1,0,0,1,1,2,2,0,6,49,-1,0,-1
-34.527912,26.895126,1,0,0,0,0,0,0,0,6,5,1,5,48,128,0,-1
39.242542,-22.649204,1,1,1,1,1,0,1,0,3,2,0,4,56,96,0,-1
-20.996552,26.541105,1,1,1,1,0,0,0,0,2,2,0,6,104,-1,0,-1
-25.96405,8.108424,1,1,1,1,0,0,0,0,2,2,0,6,107,122,0,-1
45.023113,-19.61743,1,1,1,1,0,1,1,1,3,0,2,1,118,98,0,-1
9.771239,18.22882,1,0,1,1,0,0,1,0,2,2,0,6,6,-1,0,-1
10.386769,36.76282,1,1,1,1,0,0,0,0,1,3,0,3,105,-1,0,-1
9.190005,36.51884,1,1,1,1,1,0,1,0,1,3,0,6,105,53,0,-1
-37.575172,15.62291,1,1,1,1,0,0,0,0,6,5,1,5,29,-1,0,-1
-21.117086,26.055641,0,1,1,1,1,0,1,0,2,2,0,6,104,-1,0,-1
-26.088818,9.392959,0,1,1,1,1,0,1,0,2,2,0,6,107,123,0,-1
-22.349485,13.255795,1,1,1,1,0,0,0,0,2,2,0,6,107,-1,0,-1
-28.443504,6.521584,0,1,1,1,1,0,1,1,2,2,0,6,107,121,0,-1
-29.578356,7.1037097,0,1,0,1,0,0,0,0,2,2,0,6,159,121,0,-1
18.663713,-14.94291,1,1,1,1,1,0,1,0,4,2,0,4,59,-1,0,-1
39.565193,-26.123875,1,1,1,1,1,0,1,0,3,2,0,4,130,52,0,-1
-39.101982,22.785635,1,0,1,1,0,0,0,0,6,5,1,5,94,-1,0,-1
-39.720005,21.942167,0,0,1,1,0,0,0,0,6,5,1,5,94,-1,0,-1
-39.10942,20.082596,1,1,0,1,0,0,0,0,6,5,1,5,29,-1,0,-1
-8.565706,10.095413,0,0,1,1,0,0,0,0,2,2,0,6,46,-1,0,-1
15.342307,-5.5323515,1,1,1,1,1,0,1,0,3,2,0,4,119,70,0,-1
18.87795,-6.1366687,1,1,1,1,0,0,0,0,3,2,0,4,138,-1,0,-1
-21.928427,11.198054,0,1,1,1,0,0,0,0,2,2,0,6,49,72,0,-1
7.80472,4.5915823,0,0,1,1,1,1,1,1,2,2,0,4,120,-1,0,-1
-23.926046,-22.187449,1,1,1,1,1,0,1,0,5,4,1,7,89,-1,0,-1
-59.600758,-1.1456603,1,0,1,1,1,0,0,0,6,5,1,7,99,-1,0,-1
-47.70018,-32.002472,0,0,1,0,1,0,1,0,5,4,1,7,124,-1,0,-1
-9.35818,5.594239,1,0,1,1,0,0,0,0,2,3,0,6,123,-1,0,-1
-46.09061,26.254297,1,1,1,1,0,1,1,1,6,5,1,5,94,-1,0,-1
-23.181908,1.7798743,0,0,1,0,0,0,0,0,6,2,0,6,100,-1,0,-1
-41.5438,-9.49617,1,1,1,1,1,0,0,0,5,5,0,7,121,63,0,-1
-14.676338,-25.08095,1,1,1,1,0,0,0,0,5,1,0,7,163,-1,0,-1
-41.94605,-9.185512,1,0,1,1,1,1,1,1,5,5,0,7,121,63,0,-1
-70.87829,9.80383,1,0,1,1,1,0,1,0,6,5,1,5,122,54,0,-1
-70.27688,10.444757,1,1,1,1,0,1,1,1,6,5,1,5,122,55,0,-1
-49.763752,-29.430246,1,1,1,1,1,0,1,0,5,4,1,7,131,32,0,-1
-21.996393,-14.272075,0,0,1,1,0,0,0,0,4,1,0,7,173,-1,0,-1
39.022358,-6.8689685,0,1,1,1,1,1,1,0,3,2,0,4,110,125,0,-1
36.983295,-6.0592604,0,1,1,1,0,0,0,0,3,2,0,4,110,-1,0,-1
-71.80944,10.771441,1,0,1,1,0,0,0,0,6,5,1,5,122,-1,0,-1
-22.412556,-12.4906025,1,1,1,1,1,1,1,1,4,1,0,7,173,-1,0,-1
-17.869736,-32.863003,1,0,1,0,0,0,0,0,5,1,0,7,88,-1,0,-1
-7.734083,6.0357895,0,1,1,1,0,1,1,1,2,3,0,6,123,-1,0,-1
35.250465,-9.158491,0,1,1,1,0,0,0,0,3,2,0,4,110,125,0,-1
-17.118088,-40.37273,0,1,1,1,0,1,1,0,5,1,0,7,109,-1,0,-1
-18.310642,-39.254723,0,1,1,1,0,0,0,0,5,1,0,7,109,-1,0,-1
38.037205,-6.89495,1,1,1,1,1,1,1,0,3,2,0,4,110,125,0,-1
-20.984552,-22.102526,0,1,1,1,0,0,0,0,5,2,0,7,89,-1,0,-1
-17.76859,-24.79437,0,0,1,1,1,0,1,0,5,4,0,7,129,-1,0,-1
-27.118074,-30.645683,1,1,1,1,1,0,1,0,5,4,1,7,124,66,0,-1
-57.4267,-4.664382,1,1,0,1,1,1,1,0,5,5,1,7,99,113,0,-1
-54.243305,2.058508,1,1,1,1,0,0,1,0,6,5,1,5,12,110,0,-1
-53.63894,3.9798894,1,1,1,1,1,0,1,0,6,5,1,5,12,110,0,-1
-30.294546,-18.745071,1,0,1,1,0,1,1,0,5,4,0,7,128,95,0,-1
-12.873669,-26.068232,1,0,1,0,1,0,1,0,5,1,0,7,39,-1,0,-1
-39.71904,-20.145405,1,1,1,1,0,0,1,0,5,4,0,7,91,89,0,-1
-39.818344,-20.331326,1,1,1,1,0,0,0,0,5,4,0,7,91,89,0,-1
-39.924328,-19.793783,1,1,1,1,0,0,0,0,5,4,0,7,91,89,0,-1
-36.2582,-21.755661,1,1,1,1,0,0,0,0,5,4,0,7,76,93,0,-1
