standardized_smiles,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,number_of_profiles
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1N,1,0,1,0,0,0,0,0,2
CC(C)=CCCC(C)=CCOC(Cc1ccccc1)OCC=C(C)CCC=C(C)C,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)=CCOC=O,0,1,1,1,1,0,1,0,5
CC(C)=CCCC(C)=CCOCC=C(C)CCC=C(C)C,0,1,1,0,0,0,1,0,3
CC(C)=CCCC(C)=CCOCC=O,1,1,1,1,0,1,1,0,6
CC(C)=CCCC(C)=CCS,1,1,1,1,0,1,1,1,7
CC(C)=CCCC(C)C1(O)CC=C(C)CC1,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)C1C=CC(C)(O)CC1,1,1,0,1,0,0,0,0,3
CC(C)=CCCC(C)C1C=CC(C)=CC1,1,1,0,1,0,0,1,0,4
CC(C)=CCCC(C)C1OCC(C)O1,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)C=O,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)CC#N,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)CC(=O)O,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)CC(C)(C)O,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)CC(C)O,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)CC(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)CC=NO,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)CC=O,1,1,1,1,1,1,1,0,7
CC(C)=CCCC(C)CCCC(C)C=O,1,1,1,1,1,1,1,0,7
CC(C)=CCCC(C)CCO,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)CCOC(=O)C(C)C,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)CCOC(=O)C(C)O,0,0,1,1,0,0,0,0,2
CC(C)=CCCC(C)CCOC(=O)C=C(C)C,0,0,1,0,0,0,0,0,1
CC(C)=CCCC(C)CCOC(=O)C=Cc1ccccc1,1,0,1,1,0,0,0,0,3
CC(C)=CCCC(C)CCOC(=O)CC(C)C,1,0,1,1,1,0,1,0,5
CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)CCOC(=O)c1ccccc1,0,0,1,0,0,0,0,0,1
CC(C)=CCCC(C)CCOC(=O)c1ccccc1N,0,0,1,1,0,0,0,0,2
CC(C)=CCCC(C)CCOC=O,1,1,1,1,0,0,0,0,4
CC(C)=CCCC(C)CCOCC=O,1,1,1,1,0,1,1,0,6
CC(C)=CCCC(C)O,1,1,1,1,0,0,0,0,4
CC(C)=CCCC(C)c1ccc(C)cc1,0,0,1,0,1,0,1,0,3
CC(C)=CCCC1(C)C2CC3C(C2)C31C,0,0,1,1,1,0,1,0,4
CC(C)=CCCC1(C)C2CC=C(C)C1C2,0,0,1,1,1,0,1,0,4
CC(C)=CCCC1(C)CC1C=O,1,1,1,1,0,0,1,0,5
CC(C)=CCCC1(C)OCC(C)O1,0,1,1,1,0,0,0,0,3
CC(C)=CCCC1=CCC(C)(C=O)CC1,1,1,1,0,1,1,1,0,6
CC(C)=CCCC1=CCC(C=O)CC1,1,1,1,1,0,1,1,0,6
CC(C)=CCCC1=CCCC(C#N)C1,1,1,1,1,0,0,1,0,5
CC(C)=CCCC1=CCCC(C)(C=O)C1,1,1,1,1,0,1,1,0,6
CC(C)=CCCC1=CCCC(C=O)C1,1,1,1,1,0,1,1,0,6
CC(C)=CCCc1ccoc1,0,0,1,0,1,0,1,0,3
CC(C)=CCO,0,1,1,1,1,1,1,1,7
CC(C)=CCOC(=O)C(C)C,1,1,1,1,0,0,0,0,4
CC(C)=CCOC(=O)C=C(C)C,1,1,1,1,1,0,1,0,6
CC(C)=CCOC(=O)c1ccccc1,1,0,1,1,0,0,1,0,4
CC(C)=CCOC(=O)c1ccccc1O,0,1,1,1,1,0,1,0,5
CC(C)=CCOC=O,1,0,1,1,0,1,1,0,5
CC(C)=CCS,1,0,1,1,1,1,1,1,7
CC(C)=CCSC(=O)C(C)C,1,0,1,1,0,1,1,1,6
CC(C)=CCSC(=O)CC(C)C,1,0,1,1,0,1,1,1,6
CC(C)=CCc1occc1C,1,1,1,1,0,0,0,0,4
CC(C)=O,1,0,0,1,1,1,1,0,5
CC(C)C(=O)C(=O)O,0,0,1,1,0,0,0,0,2
CC(C)C(=O)O,1,1,0,1,0,0,1,0,4
CC(C)C(=O)OC(C)(C)CCc1ccccc1,1,1,1,1,0,0,0,0,4
CC(C)C(=O)OC(C)(C)Cc1ccccc1,0,0,1,1,0,0,0,0,2
CC(C)C(=O)OC(C)(C)c1ccccc1,0,1,1,1,0,0,0,0,3
CC(C)C(=O)OC(C)c1ccccc1,0,1,1,1,0,0,0,0,3
CC(C)C(=O)OC1CC2CC1C1C=CCC21,1,0,1,1,1,0,1,0,5
CC(C)C(=O)OC1CC2CC1C1CC=CC21,1,1,1,1,1,0,1,0,6
CC(C)C(=O)OC1CC2CCC1(C)C2(C)C,1,1,1,1,1,0,1,0,6
CC(C)C(=O)OC1CCC2CCCCC2C1,0,0,1,1,0,0,0,0,2
CC(C)C(=O)OC1CCCCC1,0,0,1,1,0,0,0,0,2
CC(C)C(=O)OCC(C)c1ccccc1,0,0,1,1,0,0,0,0,2
CC(C)C(=O)OCC1=CCC2CC1C2(C)C,0,0,1,1,1,0,1,0,4
CC(C)C(=O)OCC=Cc1ccccc1,1,0,1,1,0,0,1,0,4
CC(C)C(=O)OCCCC1CCCCC1,0,1,1,1,0,0,0,0,3
CC(C)C(=O)OCCCc1ccccc1,1,1,1,1,0,0,1,0,5
CC(C)C(=O)OCCOc1ccccc1,1,1,1,1,0,0,0,0,4
CC(C)C(=O)OCCc1ccccc1,1,0,1,1,0,0,1,1,5
CC(C)C(=O)OCc1ccc2c(c1)OCO2,0,0,1,1,0,0,0,0,2
CC(C)C(=O)OCc1ccccc1,1,0,1,1,1,0,1,0,5
CC(C)C(=O)OCc1ccco1,1,0,1,1,0,0,0,0,3
CC(C)C(C)(O)C(C)C,0,0,1,1,0,0,0,0,2
CC(C)C(C)CCC(C)(C)O,0,0,1,1,0,0,0,0,2
CC(C)C(C)O,1,1,1,1,1,1,1,0,7
CC(C)C(C)S,1,1,1,1,1,1,1,1,8
CC(C)C(C=O)c1ccccc1,0,1,1,1,0,0,0,0,3
CC(C)C12CCC(C)(CC1)O2,1,1,1,1,1,0,1,0,6
CC(C)C12CCC(C)(O)C1C2,0,1,1,1,1,0,1,0,5
CC(C)C1=CC(=O)C(C)CC1,0,0,0,1,0,0,0,0,1
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0,0,0,0,0,1,1,0,2
CC(C)C1=CC=C(C=O)CC1,1,0,1,0,1,0,1,0,4
CC(C)C1=CCC(C(=O)O)CC1,1,1,0,1,0,0,1,1,5
CC(C)C1=CCC(C)(O)CC1,0,1,1,1,1,0,1,0,5
CC(C)C1=CCC(CCOC=O)=CC1,0,0,1,1,1,0,1,0,4
CC(C)C1C=CC(=O)CC1,1,0,1,0,1,0,1,0,4
CC(C)C1C=CC(C)(O)CC1,0,0,1,0,1,0,1,0,3
CC(C)C1CCC(C(C)O)CC1,0,0,1,1,0,0,0,0,2
CC(C)C1CCC(C)(S)CC1=O,0,1,1,1,0,0,0,0,3
CC(C)C1CCC(C)C23CCC(C)(O)C2C13,1,1,0,1,0,0,0,0,3
CC(C)C1CCC(CO)CC1,1,1,1,1,1,0,1,0,6
CC(C)C1CCC(O)CC1,1,1,1,1,0,0,0,0,4
CC(C)C1CCC2(CCC(=O)O2)CC1,1,0,1,0,1,1,1,1,6
CC(C)C1CCC2CC(=O)CCC2C1,1,1,1,1,1,0,1,0,6
CC(C)C1OC(C)(C)OCC1(C)C,0,1,1,1,1,0,1,0,5
CC(C)C1OCC(C)(C)C(C(C)C)O1,1,0,1,1,1,0,1,0,5
CC(C)C1OCOCC1(C)C,0,1,1,1,1,0,1,0,5
CC(C)C1SSC(C(C)C)S1,1,0,0,1,1,0,1,0,4
CC(C)C=C(C=O)c1ccccc1,1,0,1,1,0,0,0,0,3
CC(C)C=CC(=O)CC(C)C,1,0,1,1,1,0,1,0,5
CC(C)C=CC(=O)O,0,0,1,1,0,0,0,0,2
CC(C)C=CC=O,1,1,1,1,1,1,1,0,7
CC(C)C=O,1,1,1,1,0,1,1,0,6
CC(C)CC(=O)C(=O)O,0,0,1,1,0,0,0,0,2
CC(C)CC(=O)C(C)O,1,0,1,1,0,0,0,0,3
CC(C)CC(=O)CC(C)C,0,1,1,1,0,1,1,0,5
CC(C)CC(=O)Cc1ccccc1,1,1,1,1,1,0,1,0,6
CC(C)CC(=O)O,1,1,1,1,0,0,1,1,6
CC(C)CC(=O)OC(C)C,1,0,1,1,0,0,0,0,3
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,0,1,1,1,1,0,1,0,5
CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C,1,1,1,1,1,0,1,0,6
CC(C)CC(=O)OC1CCCCC1,0,0,1,1,0,0,0,0,2
CC(C)CC(=O)OCC=Cc1ccccc1,1,1,1,1,1,0,1,1,7
CC(C)CC(=O)OCCC(C)(C)S,1,0,1,1,0,1,1,1,6
CC(C)CC(=O)OCCCc1ccccc1,0,0,1,1,0,0,0,0,2
CC(C)CC(=O)OCCc1ccccc1,0,0,1,1,0,1,1,0,4
CC(C)CC(=O)OCc1ccccc1,0,1,1,1,1,0,1,0,5
CC(C)CC(=O)OCc1ccco1,0,0,1,1,0,0,0,0,2
CC(C)CC(=O)SC(C)C,1,1,1,1,0,1,1,1,7
CC(C)CC(C)CCCC(C)O,1,1,1,1,0,0,0,0,4
CC(C)CC(C)O,0,1,0,1,0,1,1,0,4
CC(C)CC(O)CC(C)C,0,1,0,1,0,1,1,1,5
CC(C)CC(O)Cc1ccccc1,1,1,1,1,1,0,1,0,6
CC(C)CC1CC(C)(O)CCO1,0,1,1,1,0,1,1,0,5
CC(C)CC1CC(C)CCO1,0,1,1,1,1,0,1,0,5
CC(C)CC1CCCC(C)(O)C1,0,1,1,1,0,0,0,0,3
CC(C)CC1NC(CC(C)C)SC(CC(C)C)S1,1,1,0,1,1,0,1,0,5
CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1,1,0,1,1,0,0,0,0,3
CC(C)CC1OCC(C)O1,1,1,1,1,1,1,1,0,7
CC(C)CC1OCC(O)CO1,0,0,1,1,0,0,0,0,2
CC(C)CC1SC(C)NC(C)S1,1,0,1,1,0,0,0,0,3
CC(C)CC1SSC(CC(C)C)S1,1,0,0,1,0,0,0,0,2
CC(C)CC=C(C=O)C(C)C,1,1,1,1,1,0,1,0,6
CC(C)CC=C(C=O)c1ccccc1,1,1,1,1,0,1,1,0,6
CC(C)CC=C(CO)C(C)C,0,1,1,1,1,0,1,0,5
CC(C)CC=NCCC(C)C,1,1,1,1,0,0,1,0,5
CC(C)CC=O,1,1,1,1,0,1,1,0,6
CC(C)CCC(=O)O,1,1,0,1,0,0,1,0,4
CC(C)CCC1(C)OCC=CCO1,0,1,1,1,1,0,1,0,5
CC(C)CCCC(=O)O,1,0,1,1,0,0,0,0,3
CC(C)CCCC(C)(C)O,0,1,1,1,1,0,1,0,5
CC(C)CCCC(C)CC#N,1,1,1,1,0,1,1,0,6
CC(C)CCCC(C)CC=O,1,1,1,1,0,1,1,0,6
CC(C)CCCC(C)CCOC(=O)Cc1ccccc1,0,0,1,0,0,0,0,0,1
CC(C)CCCC1=CCC(C)(C=O)CC1,0,1,1,1,0,1,1,0,5
CC(C)CCCCC=O,0,1,1,1,0,0,0,0,3
CC(C)CCCCCCC=O,1,1,1,1,0,0,1,0,5
CC(C)CCCCCCCCCCC=O,1,1,1,1,0,0,1,1,6
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C,1,1,1,1,1,0,1,0,6
CC(C)CCCCCO,0,1,1,0,0,0,0,0,2
CC(C)CCCO,0,0,0,1,0,0,0,0,1
CC(C)CCCOC(=O)CCC(C)C,0,0,1,1,1,0,1,0,4
CC(C)CCN,0,0,0,1,0,0,1,0,2
CC(C)CCN=C=S,1,1,1,1,0,0,1,0,5
CC(C)CCO,1,1,1,1,0,1,1,0,6
CC(C)CCOC(=O)C(C)C,1,1,1,1,0,0,1,0,5
CC(C)CCOC(=O)C(C)O,1,0,1,1,0,0,0,0,3
CC(C)CCOC(=O)C=Cc1ccccc1,1,1,1,1,1,0,1,0,6
CC(C)CCOC(=O)CC(C)C,1,1,1,1,0,0,1,0,5
CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C,1,1,0,1,0,0,1,1,5
CC(C)CCOC(=O)CCCc1ccco1,1,0,1,1,0,0,0,0,3
CC(C)CCOC(=O)CCc1ccco1,1,1,1,1,0,0,1,0,5
CC(C)CCOC(=O)Cc1ccccc1,1,0,1,1,0,0,1,0,4
CC(C)CCOC(=O)c1ccccc1,0,1,1,1,0,0,1,0,4
CC(C)CCOC(=O)c1ccccc1O,1,1,1,1,1,0,1,0,6
CC(C)CCOC(C)OCCC(C)C,0,1,1,1,0,1,1,0,5
CC(C)CCOC(Cc1ccccc1)OCCC(C)C,0,1,1,1,1,0,1,0,5
CC(C)CCOC=O,1,1,1,1,1,1,1,0,7
CC(C)CCOCCc1ccccc1,1,1,1,1,0,0,0,0,4
CC(C)CCOCc1ccccc1,1,0,1,1,0,0,0,0,3
CC(C)CCS,1,1,1,1,0,1,1,1,7
CC(C)CCSSCCC(C)C,1,0,1,1,0,0,1,1,5
CC(C)CCc1ccc2c(c1)OCC(=O)CO2,1,0,0,0,0,0,0,0,1
CC(C)CN,1,0,0,1,0,0,1,0,3
CC(C)CN=C=S,1,1,1,1,0,1,1,0,6
CC(C)CO,1,0,1,1,0,1,1,0,5
CC(C)COC(=O)C(C)C,0,0,1,1,0,1,1,0,4
CC(C)COC(=O)C(C)O,1,0,1,1,0,0,0,0,3
CC(C)COC(=O)C=Cc1ccccc1,1,0,1,1,0,0,1,0,4
CC(C)COC(=O)CC(C)C,1,1,1,1,0,1,1,0,6
CC(C)COC(=O)CCc1ccco1,1,0,1,1,1,0,1,0,5
CC(C)COC(=O)Cc1ccccc1,1,1,1,1,1,0,1,0,6
CC(C)COC(=O)c1ccccc1,1,1,1,1,1,1,1,0,7
CC(C)COC(=O)c1ccccc1N,0,0,1,1,0,0,0,0,2
CC(C)COC(=O)c1ccccc1O,1,1,1,1,1,0,1,0,6
CC(C)COC=O,0,0,1,1,0,1,1,0,4
CC(C)COc1ccc2ccccc2c1,1,1,1,1,1,1,1,0,7
CC(C)CS,1,1,1,1,0,1,1,1,7
CC(C)Cc1ccc(CC(C)C=O)cc1,1,1,1,1,0,0,1,0,5
CC(C)Cc1ccc2ccccc2n1,1,0,1,0,1,0,1,0,4
CC(C)Cc1ccc2ncccc2c1,1,1,1,1,1,0,1,0,6
CC(C)Cc1ccccn1,1,0,1,1,1,0,1,0,5
CC(C)Cc1cccnc1,0,0,1,1,1,0,1,0,4
CC(C)Cc1ccnc2ccccc12,1,1,1,1,1,0,1,0,6
CC(C)Cc1cnccn1,1,1,1,1,0,0,0,0,4
CC(C)Cc1nccs1,1,1,1,1,1,0,1,0,6
CC(C)N,1,0,0,1,0,0,1,0,3
CC(C)N=C=S,1,1,0,1,0,1,1,0,5
CC(C)O,1,1,1,1,1,1,1,0,7
CC(C)OC(=O)C(C)C,0,1,1,1,0,0,0,0,3
CC(C)OC(=O)C=Cc1ccccc1,1,0,1,1,1,0,1,0,5
CC(C)OC(=O)CC1=CCCCC1,1,0,1,1,0,0,0,0,3
CC(C)OC(=O)CCCCC(=O)OC(C)C,0,1,0,0,0,0,1,0,2
CC(C)OC(=O)Cc1ccccc1,1,0,1,1,0,1,1,0,5
CC(C)OC(=O)c1ccccc1,0,0,1,1,0,0,1,0,3
CC(C)OC(=O)c1ccccc1N,1,0,1,0,0,0,0,0,2
CC(C)OC(=O)c1ccccc1O,0,1,1,1,0,0,0,0,3
CC(C)OC=O,1,0,1,1,1,1,1,0,6
CC(C)OCCOC(=O)c1ccccc1O,0,0,1,1,1,0,1,0,4
CC(C)OCCc1ccccc1,1,1,1,1,1,1,1,0,7
CC(C)Oc1cc(C=O)ccc1O,0,0,0,1,0,0,0,0,1
CC(C)S,1,1,1,1,0,1,1,1,7
CC(C)SC(C)C,1,0,1,1,0,1,1,1,6
CC(C)SCc1ccco1,1,0,1,1,0,0,0,0,3
CC(C)SSC(C)C,1,1,1,1,0,1,1,1,7
CC(C)SSSC(C)C,1,1,1,1,0,1,1,1,7
CC(C)c1ccc(C#N)cc1,1,1,1,1,0,0,0,0,4
CC(C)c1ccc(C(C)C=O)cc1,0,1,1,1,0,1,1,0,5
CC(C)c1ccc(C=CC=O)cc1,1,0,0,0,1,0,0,0,2
CC(C)c1ccc(C=O)cc1,1,1,1,1,1,0,1,0,6
CC(C)c1ccc(CC=O)cc1,1,1,1,1,1,1,1,0,7
CC(C)c1ccc(CCC=O)cc1,0,1,1,1,0,0,0,0,3
CC(C)c1ccc(CO)cc1,1,0,1,1,1,0,1,0,5
CC(C)c1ccc(O)cc1,1,0,1,1,1,1,1,0,6
CC(C)c1ccc2ncccc2c1,0,1,1,1,1,0,1,0,5
CC(C)c1cccc(C(C)C)c1O,0,0,0,0,1,0,1,0,2
CC(C)c1cccc(C(C)CC=O)c1,0,1,1,1,0,0,0,0,3
CC(C)c1cccc(CC=O)c1,0,1,1,1,1,0,1,0,5
CC(C)c1cccc(O)c(=O)c1,0,0,1,0,1,0,1,0,3
CC(C)c1ccccc1,1,1,0,1,1,1,1,0,6
CC(C)c1ccccc1O,1,1,1,1,1,1,1,1,8
CC(C)c1ccccn1,1,1,1,1,0,0,0,0,4
CC(C)c1ccnc2ccccc12,0,1,1,1,1,0,1,0,5
CC(C)c1cnccn1,1,1,1,1,0,0,0,0,4
CC(C=O)=CCC1=C(C)CCCC1(C)C,0,1,1,1,1,0,1,0,5
CC(C=O)=CCC1C(C)=CCCC1(C)C,0,1,1,1,1,0,0,0,4
CC(C=O)=Cc1ccccc1,1,0,1,1,1,0,1,0,5
CC(C=O)=Cc1ccco1,1,0,1,1,1,1,1,0,6
CC(C=O)C(C)CC(C)(C)C,0,1,1,1,0,1,1,0,5
CC(C=O)C1CCCCC1,0,1,1,1,0,0,0,0,3
CC(C=O)CCc1ccccc1,0,1,1,1,1,0,1,0,5
CC(C=O)Cc1ccc(C(C)(C)C)cc1,1,1,1,1,1,0,1,0,6
CC(C=O)Cc1ccc(C(C)C)cc1,1,1,1,1,1,0,1,0,6
CC(C=O)Cc1ccc2c(c1)OCO2,1,1,1,1,1,0,1,0,6
CC(C=O)c1ccccc1,0,1,1,1,1,0,1,0,5
CC(CC#N)CCCC(C)(C)O,0,1,1,0,1,0,1,0,4
CC(CC#N)CCc1ccccc1,0,1,1,1,0,0,0,0,3
CC(CC(C)(C)C#N)c1ccccc1,0,1,1,1,1,0,0,0,4
CC(CC=O)CC(C)(C)C,0,1,1,1,1,1,1,0,6
CC(CC=O)CCCC(C)(C)O,0,1,1,1,0,0,0,0,3
CC(CC=O)CCc1ccccc1,0,1,1,1,1,1,1,0,6
CC(CC=O)c1ccccc1,0,1,1,1,1,0,1,0,5
CC(CCCC(C)(C)O)CC1OCC(C)O1,0,1,1,1,0,0,0,0,3
CC(CCO)CC(C)(C)C,1,1,1,1,1,1,1,0,7
CC(CCO)CCCC(C)(C)O,0,1,1,1,0,0,0,0,3
CC(CCO)CCc1ccccc1,1,1,1,1,0,0,0,0,4
CC(CCOC=O)CC(C)(C)C,0,1,1,1,1,0,1,0,5
CC(CO)C1CCCCC1,0,1,1,1,0,0,1,0,4
CC(CO)C1CCCCCCCCCCC1,0,0,1,0,1,0,1,0,3
CC(CO)CC(C)c1ccccc1,1,1,1,1,1,0,0,0,5
CC(CO)COC1CC2CCC1(C)C2(C)C,0,1,1,1,1,0,1,0,5
CC(CO)c1ccccc1,1,1,1,1,0,0,1,0,5
CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,1,1,1,1,0,1,1,1,7
CC(O)C(=O)NCCO,1,1,0,0,0,0,0,0,2
CC(O)C(=O)NCCOP(=O)(O)O,1,0,0,0,0,0,0,0,1
CC(O)C(=O)OCc1ccccc1,1,0,1,1,0,0,0,0,3
CC(O)C(C)C(C)C(C)C(C)(C)C,0,1,1,1,1,0,1,0,5
CC(O)C(C)CC1C(C)CCCC1(C)C,0,0,1,0,1,0,1,0,3
CC(O)C(C)CS,1,0,1,1,0,1,1,1,6
CC(O)C(C)Cc1ccccc1,0,1,1,1,0,0,0,0,3
CC(O)C(C)O,1,0,1,1,0,0,1,1,5
CC(O)C(C)S,1,0,1,1,0,1,1,1,6
CC(O)C(C)SC(C)C(C)S,1,1,1,1,0,1,1,1,7
CC(O)C1C2CCC(C2)C1(C)C,0,1,1,1,1,0,1,0,5
CC(O)C1CCCC(C)(C)C1,0,0,0,1,0,0,0,0,1
CC(O)C=Cc1ccccc1,0,0,1,1,0,0,1,0,3
CC(O)CC(=O)OC1CC(C)CCC1C(C)C,0,1,0,1,0,0,0,0,2
CC(O)CC(C)(C)S,1,1,1,1,0,0,1,0,5
CC(O)CC(C)(C)c1ccccc1,0,1,1,1,0,0,0,0,3
CC(O)CCC1C(C)CCCC1(C)C,1,0,1,0,1,0,1,0,4
CC(O)CCc1ccccc1,1,0,1,1,0,0,0,0,3
CC(O)CN,1,0,0,1,0,0,1,0,3
CC(O)COCC(C)O,0,0,0,0,0,1,1,0,2
CC(O)Cc1ccccc1,0,0,1,0,0,0,0,0,1
CC(O)c1ccccc1,1,1,1,1,1,1,1,0,7
CC(OC=O)C1CCCC(C)(C)C1,0,1,1,1,1,0,1,0,5
CC(OC=O)c1ccccc1,1,1,1,1,1,0,1,0,6
CC(S)C(=O)O,1,1,1,1,0,1,1,1,7
CC(S)C(C)S,1,0,1,1,0,1,1,1,6
CC(S)CCS,1,0,1,1,0,1,1,1,6
CC(S)S,1,0,1,1,0,1,1,1,6
CC(S)c1ccccc1,1,0,1,1,0,1,1,1,6
CC(S)c1cccs1,0,0,0,1,0,1,1,0,3
CC(c1ccccc1)C1OCCO1,1,1,1,1,1,0,1,1,7
CC(c1ccccc1)N(C)C,1,0,1,1,0,0,1,0,4
CC1(C)C(=CCO)C2CCC1C2,0,1,1,1,1,0,1,0,5
CC1(C)C(=O)C2CCC1C2,0,0,0,1,0,0,0,0,1
CC1(C)C2=CCCC(C)(C)C23CCC1C3,0,0,1,1,1,0,1,0,4
CC1(C)C2CC3OC3(C)C1C2,0,1,1,1,0,0,0,0,3
CC1(C)C2CC=C(C=O)C1C2,1,1,1,1,1,0,1,0,6
CC1(C)C2CC=C(CC=O)C1C2,1,0,1,1,1,0,1,0,5
CC1(C)C2CC=C(CCC=O)C1C2,1,1,1,1,1,1,1,0,7
CC1(C)C2CC=C(CCO)C1C2,0,1,1,1,1,0,1,0,5
CC1(C)C2CC=C(CO)C1C2,0,1,1,1,1,1,1,0,6
CC1(C)C2CC=C(COC=O)C1C2,1,0,1,1,1,0,1,0,5
CC1(C)C2CCC(C2)C1(C)O,0,1,0,1,1,0,1,0,4
CC1(C)C2CCC(C3CCC(O)CC3)C1(C)C2,0,1,1,0,1,0,1,0,4
CC1(C)C2CCC1(C)C(C1CCC(O)CC1)C2,0,1,1,1,1,0,1,0,5
CC1(C)C2CCC1(C)C(O)C2,1,1,1,1,1,0,1,0,6
CC1(C)C2CCC1(C)C(OC(=O)Cc1ccccc1)C2,0,0,1,0,0,0,1,0,2
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,0,0,1,1,1,0,1,0,4
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1O)C2,0,1,1,1,1,0,1,0,5
CC1(C)C2CCC1(C)C(OC=O)C2,0,1,1,1,1,1,1,0,6
CC1(C)C2CCC1C(C1CCCCC1O)C2,1,0,1,1,1,0,1,0,5
CC1(C)CC(=O)C2OC2(C)C1=O,0,0,1,1,1,0,0,0,3
CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,1,1,1,1,1,0,1,0,6
CC1(C)CC2C3CCCC(C)(C3O)C2C1,1,1,0,1,1,0,1,0,5
CC1(C)CC=CCCC=CCCC2OC21C,0,1,1,1,1,0,1,0,5
CC1(C)CCCC(C)(O)C1=O,0,0,1,1,1,0,1,0,4
CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12,0,1,1,1,1,0,1,0,5
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,0,1,1,1,1,0,1,0,5
CC1(C)CCCC2(C)C3CCC2(C)C(O)C31,0,0,1,0,1,0,1,0,3
CC1(C)CCCC2(C)OC(=O)C=C12,0,0,1,1,1,0,1,0,4
CC1(C)CCCC2(O)C(C)(C)C3CCC12C3,0,1,1,1,1,0,1,0,5
CC1(C)CCCC2=C1CC(C#N)CC2,1,1,1,1,1,0,1,0,6
CC1(C)CCCC2=C1CC(C=O)CC2,1,1,1,0,0,0,1,0,4
CC1(C)CCCC2C(=O)C3CCC21C3,1,1,1,1,1,0,1,0,6
CC1(C)COC(=O)C1O,0,0,0,1,0,0,0,0,1
CC1(C)COC(C)(c2ccccc2)OC1,0,0,1,1,1,0,1,0,4
CC1(C)COC2(CCCCC2)OC1,1,1,1,1,1,0,1,0,6
CC1(C)SC(C)(C)SC(C)(C)S1,1,1,1,1,1,1,1,1,8
CC1(C2CCC3(C)OC3C2)CO1,0,0,0,1,0,0,0,0,1
CC1(C=O)CC(C)(C)C2CCCC=C21,0,0,1,0,1,0,1,0,3
CC1(O)CC2CCC1(C)C2(C)C,0,1,0,1,1,0,1,0,4
CC1(O)CCC2C(=CCCC2(C)C)C1,1,1,1,1,1,0,1,0,6
CC1(O)CCC2CC1C2(C)C,0,0,1,1,1,0,1,0,4
CC1(O)CCOC2(CCCCC2)C1,0,0,1,1,1,0,1,0,4
CC1(O)CSC(C)(O)CS1,1,0,1,1,1,1,1,1,7
CC1(S)CCC2CC1C2(C)C,1,1,1,1,1,1,1,1,8
CC12C=CC(CC1)C(C)(C)O2,1,1,1,1,0,0,1,0,5
CC12C=CCC1C1CCC3CC(O)CCC3(C)C1CC2,1,0,0,1,0,0,1,0,3
CC12CCC(C1)C(C)(C)C2=O,0,1,1,1,1,0,1,0,5
CC12CCC(C1)C(C)(C)C2O,1,1,1,1,1,0,1,0,6
CC12CCC(C3(CCCC3)C1=O)C2(C)C,0,0,1,0,1,0,1,0,3
CC12CCC(CC1)C(C)(C)O2,0,0,1,1,1,1,1,0,5
CC12CCC(CC1=O)C2(C)C,0,1,1,1,1,1,1,0,6
CC12CCC3(CCCC(C)(C)C3C1)OC2=O,1,1,0,0,1,0,1,0,4
CC12CCCC(C)(CC1)C2=NO,1,1,1,1,1,0,1,0,6
CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,1,1,1,1,1,0,1,0,6
CC12CCCC(OC=O)(C1)C1CC(C)(C)C1CC2,1,0,1,1,1,0,1,0,5
CC12CCCC3(CC1)C1(C)OC1CCC23C,1,1,0,0,0,0,1,0,3
CC1=C(C)C2(C)CCC1(C)C(C)(C)C2(C)O,0,0,1,1,1,0,1,0,4
CC1=C(C=CC(C)O)C(C)(C)CCC1,0,0,1,1,1,0,1,0,4
CC1=C(C=O)C(C)(C)CC=C1,1,1,1,1,1,1,1,0,7
CC1=C(C=O)C(C)(C)CCC1,0,1,1,1,1,1,1,0,6
