standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36
CCCCCC(C)O,6033-24-5/543-49-7/6033-23-4,4P///wAEAAAKAAAAAARyiQLelC7GAQCBAQw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]], ""3"": [[7, 0]], ""193992243"": [[4, 2]], ""614176407"": [[5, 1]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [6, 1]], ""3205496825"": [[7, 1]], ""3367842144"": [[5, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Lemon,Pungent,Sharp,Terpenes,Green,Earthy,Nature,Herbaceous,Sweet,Fresh,Vegetation,Fruity,Non-food items,Citrus,Vegetables,Fragrant,Floral,Lem,Aromatic,Mol,Resinous,Musty,Dairy,Pine,Woody,,,,,,,,,,,
CCCCCC(C)OC(=O)CCC,39026-94-3,4P///wAEAAAPAAAAAAJ0+QBNARKArC5wqEIq+FQO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[7, 0], [9, 0]], ""193923546"": [[10, 2]], ""193991932"": [[4, 2]], ""614173298"": [[8, 1]], ""614176394"": [[5, 1]], ""1924488016"": [[7, 2]], ""2121762765"": [[5, 2]], ""2123333315"": [[8, 2]], ""2602795547"": [[1, 2], [11, 2]], ""3205495869"": [[0, 1], [6, 1], [12, 1]], ""3205496824"": [[9, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [10, 1], [11, 1]], ""3768571706"": [[7, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Food,Sweet,Dairy,Fruity,Nutty,Green,Nature,Dry fruit,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)OC(C)=O,5921-82-4,4P///wAEAAAOAAAAAAJ0+QBNAZSsLjUAQireGFQO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [9, 0]], ""2"": [[7, 0], [10, 0]], ""193991932"": [[4, 2]], ""614173298"": [[8, 1]], ""614176394"": [[5, 1]], ""1924488016"": [[7, 2]], ""2121762765"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [6, 1], [9, 1]], ""3205496824"": [[10, 1]], ""3515543488"": [[8, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""3768571706"": [[7, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Spices,Sweet,Fruity,Green,Nature,Brown,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)S,628-00-2,4P///wAEAAAKAAAAAARyiQLelC7GAQCBAQw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]], ""3"": [[7, 0]], ""193992243"": [[4, 2]], ""614176407"": [[5, 1]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [6, 1]], ""3205496825"": [[7, 1]], ""3367842144"": [[5, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Food,Pungent,Sharp,Nature,Microbiological,Foul,Hydrocar,Rancid,Putrid,Marshy,Sickening,Vegetables,Chemical,Alliaceous,Septic,Cabbage,Sulphur,Nose Feel,Sulp,,,,,,,,,,,,,,,,,
CCCCCC(C=Cc1ccccc1)OC(C)=O,7493-78-9,4P///wAEAAAYAAAAAAICcAzdAFQwglJGhgx0Ni7eOkIqEMxALA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [15, 0], [16, 0]], ""2"": [[14, 0], [17, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""193991932"": [[4, 2]], ""195795264"": [[6, 2]], ""594405804"": [[8, 1]], ""614173298"": [[15, 1]], ""614176394"": [[5, 1]], ""1230563926"": [[10, 2], [11, 2], [12, 2]], ""1788393210"": [[7, 2]], ""1912436098"": [[8, 2]], ""1924488016"": [[14, 2]], ""2301473063"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [16, 1]], ""3205496824"": [[17, 1]], ""3515543488"": [[15, 2]], ""3532240404"": [[9, 2], [13, 2]], ""3764344801"": [[9, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766522948"": [[7, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""3766532953"": [[6, 1]], ""3768571706"": [[14, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Spices,Food,Sweet,Fruity,Caramel,Non-food items,Nature,Balsamic,Chocolate,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C=O)=Cc1ccc(C)cc1,84697-09-6,4P///wAEAAAVAAAAAAICUB4M+JkAMlJGhgYEnQAMai6c8iwO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [13, 0]], ""2"": [[7, 0]], ""4"": [[9, 0], [10, 0], [11, 0], [12, 0], [14, 0], [15, 0]], ""193987944"": [[4, 2]], ""333654730"": [[12, 2]], ""594405804"": [[12, 1], [9, 1]], ""614176451"": [[5, 1]], ""672818221"": [[6, 2]], ""1452560128"": [[8, 2]], ""1912436098"": [[9, 2]], ""2524978712"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496001"": [[13, 1]], ""3205496824"": [[7, 1]], ""3532240404"": [[11, 2], [10, 2], [15, 2], [14, 2]], ""3764344801"": [[10, 1], [11, 1], [14, 1], [15, 1]], ""3766522948"": [[8, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""3766532967"": [[6, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Fruity,Beverage,Green,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C=O)=Cc1ccccc1,122-40-7/1331-92-6,4P///wAEAAAUAAAAAAICUB4MjQIyUkaGBgR02HgunPIsDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [8, 0]], ""2"": [[7, 0]], ""4"": [[9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""193987944"": [[4, 2]], ""594405804"": [[9, 1]], ""614176451"": [[5, 1]], ""672818221"": [[6, 2]], ""1230563926"": [[11, 2], [12, 2], [13, 2]], ""1452560128"": [[8, 2]], ""1912436098"": [[9, 2]], ""2524978712"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[7, 1]], ""3532240404"": [[10, 2], [14, 2]], ""3764344801"": [[10, 1], [11, 1], [12, 1], [13, 1], [14, 1]], ""3766522948"": [[8, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""3766532967"": [[6, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Aromatic,Sweet,Vegetation,Fruity,Soft floral,Non-food items,Green,Nature,Resinous,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC(=O)OC)OC(C)=O,35234-21-0,4P///wAEAAASAAAAAAJ0FQBwhqh0lKwucKhCKt4sQA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [10, 0], [12, 0], [13, 0]], ""2"": [[8, 0], [9, 0], [11, 0], [14, 0]], ""193991932"": [[4, 2]], ""614173298"": [[7, 1], [12, 1]], ""614176394"": [[5, 1]], ""1334000960"": [[6, 2]], ""1924488016"": [[11, 2]], ""2123333315"": [[7, 2]], ""2301447127"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [13, 1]], ""3205496003"": [[10, 1]], ""3205496824"": [[8, 1], [14, 1]], ""3515543488"": [[12, 2]], ""3677801877"": [[9, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [6, 1]], ""3768571706"": [[9, 1], [11, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Sweet,Fruity,Beverage,Nature,Green,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC(=O)CCC,20286-45-7,4P///wAEAAAQAAAAAAJ0+QBNARKArC5wqBgoKhkAQA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[8, 0], [10, 0]], ""193923546"": [[11, 2]], ""193991932"": [[4, 2]], ""614173298"": [[9, 1]], ""614176394"": [[5, 1]], ""671173413"": [[6, 2]], ""1924488016"": [[8, 2]], ""2123333315"": [[9, 2]], ""2301447127"": [[5, 2]], ""2602795547"": [[1, 2], [12, 2]], ""3205495869"": [[0, 1], [7, 1], [13, 1]], ""3205496824"": [[10, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [6, 1], [11, 1], [12, 1]], ""3768571706"": [[8, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Aromatic,Musty,Mol,Lemon,Sharp,Fruity,Pungent,Sweet,Vegetation,Green,Earthy,Nature,Resinous,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC(C)=O,4864-61-3,4P///wAEAAAPAAAAAAJ0+QBNAZSsLjUAGCgq3ixADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""2"": [[8, 0], [11, 0]], ""193991932"": [[4, 2]], ""614173298"": [[9, 1]], ""614176394"": [[5, 1]], ""671173413"": [[6, 2]], ""1924488016"": [[8, 2]], ""2301447127"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1], [10, 1]], ""3205496824"": [[11, 1]], ""3515543488"": [[9, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [6, 1]], ""3768571706"": [[8, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Aromatic,Sweet,Vegetation,Fruity,Green,Nature,Resinous,Citrus,Grassy,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC=O,84434-65-1,4P///wAEAAAPAAAAAAJqCPkAUQB8lNzyJhgocQBADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0]], ""2"": [[8, 0], [10, 0]], ""193991932"": [[4, 2]], ""378238353"": [[9, 2]], ""614176394"": [[5, 1]], ""671173413"": [[6, 2]], ""1054019332"": [[8, 2]], ""2301447127"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1]], ""3205496824"": [[10, 1]], ""3766522936"": [[9, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [6, 1]], ""3768571706"": [[8, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Lemon,Food,Sweet,Fruity,Waxy,Green,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CO)C(C)=O,59191-78-5,4P///wAEAAAQAAAAAAIAckhhAlBWlNCInBgJAJ4ADA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [9, 0]], ""2"": [[10, 0]], ""3"": [[7, 0]], ""193992059"": [[4, 2]], ""614176388"": [[5, 1]], ""614176457"": [[8, 1]], ""679263144"": [[6, 2]], ""1016838242"": [[5, 2]], ""2373229988"": [[8, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [9, 1]], ""3205496824"": [[10, 1]], ""3205496825"": [[7, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""3766532901"": [[6, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Aromatic,Musty,Mol,Microbial,Sharp,Pungent,Sweet,Vegetation,Resinous,Earthy,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)C(C)=O,37160-77-3,4P///wAEAAAOAAAAAAIAckkElC7GUBCcAHkBAAw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0]], ""2"": [[9, 0]], ""3"": [[6, 0]], ""193992243"": [[4, 2]], ""614176407"": [[5, 1]], ""614176457"": [[7, 1]], ""2373332672"": [[7, 2]], ""2602795547"": [[1, 2]], ""2949362457"": [[5, 2]], ""3205495869"": [[0, 1], [8, 1]], ""3205496824"": [[9, 1]], ""3205496825"": [[6, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Brown,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)C(S)CCCC,66427-22-3,4P///wAEAAAKAAAAAARy4QBlAZQuxgEAgQEM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""3"": [[6, 0], [8, 0]], ""193992243"": [[4, 2], [9, 2]], ""614176407"": [[5, 1], [7, 1]], ""2602795547"": [[1, 2], [11, 2]], ""2952225014"": [[5, 2], [7, 2]], ""3205495869"": [[0, 1], [12, 1]], ""3205496825"": [[6, 1], [8, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [9, 1], [10, 1], [11, 1]], ""4203103696"": [[2, 2], [3, 2], [10, 2]]}",Aromatic,Sweet,Vegetation,Fruity,Plants,Non-food items,Resinous,Citrus,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CC,589-98-0,4P///wAEAAALAAAAAARysQIooJQuxgEAgQEM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0]], ""3"": [[6, 0]], ""193992243"": [[4, 2]], ""614176407"": [[5, 1]], ""671176042"": [[7, 2]], ""2068418943"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [8, 1]], ""3205496825"": [[6, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Spices,Food,Lemon,Sharp,Pungent,Earthy,Grassy,Herbaceous,Foul,Sweet,Vegetation,Fruity,Non-food items,Fragrant,Aromatic,Mol,Nutty,Waxy,Resinous,Musty,Dairy,Woody,,,,,,,,,,,,,,
CCCCCC(O)CC(=O)OCC,7367-90-0,4P///wAEAAATAAAAAAIAcm0CSgiWlC58SFaoGgoa9QAADA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0], [11, 0], [12, 0]], ""2"": [[9, 0], [10, 0]], ""3"": [[6, 0]], ""193992243"": [[4, 2]], ""614173298"": [[8, 1]], ""614176407"": [[5, 1]], ""1051266860"": [[10, 2]], ""1334000985"": [[7, 2]], ""2068418943"": [[5, 2]], ""2123333315"": [[8, 2]], ""2558574980"": [[11, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [12, 1]], ""3205496824"": [[9, 1]], ""3205496825"": [[6, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1]], ""3766532902"": [[11, 1]], ""3768571706"": [[10, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Sweet,Fruity,Beverage,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC,75587-06-3,4P///wAEAAATAAAAAAIAcgUDCJYSgC58SFaoGgoa9QAADA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0]], ""2"": [[11, 0], [12, 0]], ""3"": [[6, 0]], ""193923546"": [[9, 2]], ""193992243"": [[4, 2], [7, 2]], ""614173298"": [[10, 1]], ""614176407"": [[5, 1]], ""1051266860"": [[12, 2]], ""2068418943"": [[5, 2]], ""2123333315"": [[10, 2]], ""2558574980"": [[13, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [14, 1]], ""3205496824"": [[11, 1]], ""3205496825"": [[6, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1], [8, 1], [9, 1]], ""3766532902"": [[13, 1]], ""3768571706"": [[12, 1]], ""4203103696"": [[2, 2], [3, 2], [8, 2]]}",Sweet,Fruity,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC(O)CO,26446-31-1,4P///wAEAAAVAAAAAAIAcgUDQlwSgC58SFaoGAAKGm4VAAAM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0], [16, 0]], ""2"": [[11, 0], [12, 0]], ""3"": [[6, 0], [15, 0], [17, 0]], ""174870528"": [[13, 2]], ""193923546"": [[9, 2]], ""193992243"": [[4, 2], [7, 2]], ""614173298"": [[10, 1]], ""614176407"": [[5, 1], [14, 1]], ""679233394"": [[16, 2]], ""1051266860"": [[12, 2]], ""2068373921"": [[14, 2]], ""2068418943"": [[5, 2]], ""2123333315"": [[10, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[11, 1]], ""3205496825"": [[6, 1], [15, 1], [17, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1], [8, 1], [9, 1]], ""3766532901"": [[16, 1]], ""3766532902"": [[13, 1]], ""3768571706"": [[12, 1]], ""4203103696"": [[2, 2], [3, 2], [8, 2]]}",Fresh,Dairy,Fruity,Caramel,Non-food items,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC1COC(C)(C)O1,172201-58-0,4P///wAEAAAZAAAAAAIAciTIst6gEoAuYBouGFYQBo4aChr1AAAM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0], [15, 0], [17, 0], [18, 0], [19, 0]], ""2"": [[11, 0], [12, 0], [16, 0], [20, 0]], ""3"": [[6, 0]], ""174871244"": [[13, 2], [15, 2]], ""193923546"": [[9, 2]], ""193992243"": [[4, 2], [7, 2]], ""614173298"": [[10, 1]], ""614176394"": [[14, 1]], ""614176407"": [[5, 1]], ""1051266860"": [[12, 2]], ""2068418943"": [[5, 2]], ""2123333315"": [[10, 2]], ""2278437045"": [[16, 2]], ""2300892431"": [[14, 2]], ""2602795547"": [[1, 2]], ""3161528016"": [[17, 2]], ""3205495869"": [[0, 1], [18, 1], [19, 1]], ""3205496824"": [[11, 1]], ""3205496825"": [[6, 1]], ""3208861284"": [[17, 1]], ""3684027472"": [[20, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1], [8, 1], [9, 1]], ""3766532902"": [[13, 1], [15, 1]], ""3768571706"": [[12, 1], [16, 1], [20, 1]], ""4203103696"": [[2, 2], [3, 2], [8, 2]]}",Sweet,Fruity,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(OC)OC,1599-47-9,4P///wAEAAAMAAAAAAIyGCYVADEClC6RAUIBAQg=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [9, 0]], ""2"": [[6, 0], [8, 0]], ""193901596"": [[4, 2]], ""614173235"": [[5, 1]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496003"": [[7, 1], [9, 1]], ""3390500859"": [[5, 2]], ""3677756457"": [[6, 2], [8, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""3768571706"": [[6, 1], [8, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Mol,Musty,Pungent,Sweet,Sharp,Fruity,Vegetation,Cooked,Earthy,Green,Resinous,Dry,Other,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,
CCCCCC(OCC)OCC,3658-93-3,4P///wAEAAANAAAAAAIyQBkDlpQufJUAGiYBAQg=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0], [10, 0], [11, 0]], ""2"": [[6, 0], [9, 0]], ""193901596"": [[4, 2]], ""614173235"": [[5, 1]], ""1051287154"": [[6, 2], [9, 2]], ""2558574980"": [[7, 2], [10, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [8, 1], [11, 1]], ""3390500859"": [[5, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1]], ""3766532902"": [[7, 1], [10, 1]], ""3768571706"": [[6, 1], [9, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Sweet,Vegetation,Fruity,Beverage,Nature,Foul,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(S)CC=O,473438-39-0,4P///wAEAAAPAAAAAAIAcn0CQqCULsZQrpxBAAAM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0]], ""2"": [[9, 0]], ""3"": [[6, 0]], ""193989312"": [[7, 2]], ""193992243"": [[4, 2]], ""471506269"": [[8, 2]], ""614176407"": [[5, 1]], ""2068418943"": [[5, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[9, 1]], ""3205496825"": [[6, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1]], ""3766532967"": [[8, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Lemon,Sweet,Fruity,Green,Nature,Citrus,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1(C)CCC(C)(C)C1=O,65443-14-3,4P///wAEAAANAAAAAAJ0HA0ERE5u6pyudpYO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[13, 0]], ""350887507"": [[5, 2]], ""604915628"": [[9, 2]], ""614176457"": [[12, 1]], ""2407443532"": [[8, 2], [4, 2], [7, 2]], ""2477144944"": [[12, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [6, 1], [10, 1], [11, 1]], ""3205496824"": [[13, 1]], ""3208849907"": [[9, 1], [5, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1], [8, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Aromatic,Microbiological,Sweet,Vegetation,Fruity,Chemical,Nature,Resinous,Dry fruit,Herbaceous,Hydrocar,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1=C(C)CCC1=O,1128-08-1,4P///wAEAAAOAAAAAAJ0mQANAM4GjJ0ACkpQzu4O,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[11, 0]], ""193987812"": [[9, 2]], ""193987944"": [[8, 2], [4, 2]], ""614176451"": [[6, 1], [5, 1]], ""614176457"": [[10, 1]], ""1054846848"": [[6, 2]], ""1512361428"": [[10, 2]], ""2602795547"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1]], ""3205496824"": [[11, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [8, 1], [9, 1]], ""4203103696"": [[2, 2], [3, 2]], ""4253625071"": [[5, 2]]}",Floral,Spices,Aromatic,Food,Fresh,Sweet,Fruity,Plants,Soft floral,Vegetation,Green,Nature,Resinous,Grassy,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,
CCCCCC1=CCC(=O)O1,51352-68-2,4P///wAEAAARAAAAAAJ0aQKsQJSsCihqcDZCPEjyDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""2"": [[9, 0], [10, 0]], ""193923416"": [[4, 2]], ""193926575"": [[7, 2]], ""614173298"": [[8, 1]], ""614173304"": [[5, 1]], ""1347788429"": [[5, 2]], ""1924489086"": [[10, 2]], ""2123333315"": [[8, 2]], ""2602795547"": [[1, 2]], ""2794855164"": [[6, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[9, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1]], ""3766532953"": [[6, 1]], ""3768571706"": [[10, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Sweet,Dairy,Fruity,Tobacco smoke,Nature,Herbaceous,Dry woods,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1=CCCC1=O,25564-22-1,4P///wAEAAAQAAAAAAJ0mQCMcgTOBoydAAIGnIB5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[10, 0]], ""193987812"": [[8, 2]], ""193987944"": [[4, 2]], ""614176451"": [[5, 1]], ""614176457"": [[9, 1]], ""964870853"": [[5, 2]], ""1512361428"": [[9, 2]], ""2602795547"": [[1, 2]], ""2794852651"": [[6, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[10, 1]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [7, 1], [8, 1]], ""3766532953"": [[6, 1]], ""4203102565"": [[7, 2]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Nature,Resinous,Grassy,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C(=O)CCC1C,13074-63-0,4P///wAEAAAOAAAAAAIwQlb0WQColHhWiJx9AQ4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [9, 0], [10, 0], [11, 0]], ""2"": [[7, 0]], ""193987812"": [[8, 2]], ""193992059"": [[4, 2], [9, 2]], ""614176388"": [[5, 1], [10, 1]], ""614176457"": [[6, 1]], ""1512111131"": [[6, 2]], ""2602795547"": [[1, 2]], ""2824030313"": [[10, 2]], ""3205495869"": [[0, 1], [11, 1]], ""3205496824"": [[7, 1]], ""3570554456"": [[5, 2]], ""3766532888"": [[1, 1], [2, 1], [3, 1], [4, 1], [8, 1], [9, 1]], ""4203103696"": [[2, 2], [3, 2]]}",Floral,Spices,Food,Sweet,Fruity,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
