standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27
C=CCCC1=C(C)C(=O)CCC1(C)C,67401-27-8,4P///wAEAAATAAAAAAJ0HFrSGqY8BNY8fQBODgqcgHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[8, 0]], ""193987812"": [[9, 2]], ""193987944"": [[3, 2]], ""471558386"": [[1, 2]], ""614176451"": [[5, 1], [4, 1]], ""614176457"": [[7, 1]], ""1512361428"": [[7, 2]], ""1681848979"": [[4, 2]], ""2407443532"": [[10, 2]], ""3205495869"": [[6, 1], [12, 1], [13, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[8, 1]], ""3208849907"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [9, 1], [10, 1]], ""3766532953"": [[1, 1]], ""3792083643"": [[11, 2]], ""3915127110"": [[5, 2]], ""4203102565"": [[2, 2]]}",Woody,Fruity,Floral,Tobacco,,,,,,,,,,,,,,,,,,,,,,,
C=CCCC=O,2100-17-6,4P///wAEAAALAAAAAALu7tQKAskEgBpBAA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0]], ""2"": [[5, 0]], ""471506269"": [[4, 2]], ""471558386"": [[1, 2]], ""3205495930"": [[0, 1]], ""3205496824"": [[5, 1]], ""3766532888"": [[2, 1], [3, 1]], ""3766532953"": [[1, 1]], ""3766532967"": [[4, 1]], ""4203102563"": [[3, 2]], ""4203102565"": [[2, 2]]}",Roasted,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCC(=O)OCC,54653-25-7,4P///wAEAAARAAAAAAJ0eO7kPJYSXQCgqBoKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [8, 0], [9, 0]], ""2"": [[6, 0], [7, 0]], ""193923546"": [[4, 2]], ""471558386"": [[1, 2]], ""614173298"": [[5, 1]], ""1051266860"": [[7, 2]], ""2123333315"": [[5, 2]], ""2558574980"": [[8, 2]], ""3205495869"": [[9, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[6, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1]], ""3766532902"": [[8, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[7, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2]]}",Pineapple,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCC1CCCC(=O)O1,74585-00-5,4P///wAEAAARAAAAAALu7hLQ1BJdAC5wqEIqEPpADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[10, 0], [11, 0]], ""193923546"": [[8, 2]], ""193991932"": [[4, 2], [6, 2]], ""471558386"": [[1, 2]], ""614173298"": [[9, 1]], ""614176394"": [[5, 1]], ""1924488016"": [[11, 2]], ""2123333315"": [[9, 2]], ""2301447127"": [[5, 2]], ""3205495930"": [[0, 1]], ""3205496824"": [[10, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [6, 1], [7, 1], [8, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[11, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [7, 2]]}",Nutty,Sweet,Creamy,Pleasant,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCC=CCOC,14543-49-8,4P///wAEAAAPAAAAAALukFxEnhDCUNEA0homPJkA,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0]], ""2"": [[8, 0]], ""471558386"": [[1, 2]], ""1923205486"": [[8, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[9, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1], [5, 1], [6, 1]], ""3768571706"": [[8, 1]], ""4196735481"": [[7, 2]], ""4203102565"": [[2, 2], [4, 2]], ""4203103696"": [[3, 2]], ""4203358485"": [[5, 2]], ""4203582126"": [[6, 2]]}",Green,Violet,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCC,111-66-0,4P///wAEAAAJAAAAAHh47uTUlPEBgJkA,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0]], ""471558386"": [[1, 2]], ""2602795547"": [[6, 2]], ""3205495869"": [[7, 1]], ""3205495930"": [[0, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], ""3766532953"": [[1, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2]]}",Gasoline,Camphor,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCC(C)=O,35194-30-0,4P///wAEAAANAAAAAAJ0eNIa5AzG4QGcgHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[10, 0]], ""193987812"": [[7, 2]], ""471558386"": [[1, 2]], ""614176457"": [[8, 1]], ""1699286380"": [[8, 2]], ""3205495869"": [[9, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[10, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]], ""3766532953"": [[1, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2]]}",Pineapple,Fruity,Pear,Apple,Green,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC(=O)O,14436-32-9,4P///wAEAAARAAAAAAAAKg6y7p40DjZcPh0DgIgyjg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""1"": [[11, 0]], ""2"": [[10, 0]], ""32"": [[9, 0]], ""209048961"": [[8, 2]], ""471558386"": [[1, 2]], ""605976925"": [[9, 1]], ""1714334018"": [[9, 2]], ""3205495832"": [[10, 1]], ""3205495930"": [[0, 1]], ""3205496734"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]], ""3766532953"": [[1, 1]], ""3766533048"": [[8, 1]], ""4203102565"": [[2, 2]], ""4203102640"": [[7, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2]]}",Creamy,Cheese,Fruity,Waxy,Green,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC(=O)OCC,67233-91-4,4P///wAEAAARAAAAAAJ0eO7kPJYSXQCgqBoKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [12, 0], [13, 0]], ""2"": [[10, 0], [11, 0]], ""193923546"": [[8, 2]], ""471558386"": [[1, 2]], ""614173298"": [[9, 1]], ""1051266860"": [[11, 2]], ""2123333315"": [[9, 2]], ""2558574980"": [[12, 2]], ""3205495869"": [[13, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[10, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""3766532902"": [[12, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[11, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]}",Woody,Berry,Fruity,Quince,Oily,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC=CCC#N,134769-33-8,4P///wAEAAANAAAAAAIA7ChgYkSe1EkB6ICZAA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[13, 0]], ""471558386"": [[1, 2]], ""472781827"": [[12, 2]], ""3205495930"": [[0, 1]], ""3205496000"": [[13, 1]], ""3766532771"": [[12, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [11, 1]], ""3766532953"": [[1, 1], [9, 1], [10, 1]], ""4203086991"": [[11, 2]], ""4203102565"": [[2, 2], [8, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]], ""4203358485"": [[9, 2], [10, 2]]}",Sweet,Fresh,Water,Aldehydic,Citrus,Tangerine,Mandarin,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC=O,39770-05-3,4P///wAEAAAMAAAAAALu7tQKAtQdA4AaQQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[10, 0]], ""471506269"": [[9, 2]], ""471558386"": [[1, 2]], ""3205495930"": [[0, 1]], ""3205496824"": [[10, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""3766532953"": [[1, 1]], ""3766532967"": [[9, 1]], ""4203102563"": [[8, 2]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]}",Fresh,Rose,Aldehydic,Citrus,Waxy,Green,Floral,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)O,112-38-9,4P///wAEAAARAAAAAAAAKg6y7p40DjZcPh0DgIgyjg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""1"": [[12, 0]], ""2"": [[11, 0]], ""32"": [[10, 0]], ""209048961"": [[9, 2]], ""471558386"": [[1, 2]], ""605976925"": [[10, 1]], ""1714334018"": [[10, 2]], ""3205495832"": [[11, 1]], ""3205495930"": [[0, 1]], ""3205496734"": [[12, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""3766532953"": [[1, 1]], ""3766533048"": [[9, 1]], ""4203102565"": [[2, 2]], ""4203102640"": [[8, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]}",Woody,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OC,111-81-9,4P///wAEAAAPAAAAAALukFzkXnQSXQCgqEI8eQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0]], ""2"": [[11, 0], [12, 0]], ""193923546"": [[9, 2]], ""471558386"": [[1, 2]], ""614173298"": [[10, 1]], ""2123333315"": [[10, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[13, 1]], ""3205496824"": [[11, 1]], ""3677801877"": [[12, 2]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[12, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Earthy,Winey,Banana,Rose,Honey,Citrus,Musty,Waxy,Oily,Fungal,Floral,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC,692-86-4,4P///wAEAAARAAAAAAJ0eO7kPJYSXQCgqBoKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0]], ""2"": [[11, 0], [12, 0]], ""193923546"": [[9, 2]], ""471558386"": [[1, 2]], ""614173298"": [[10, 1]], ""1051266860"": [[12, 2]], ""2123333315"": [[10, 2]], ""2558574980"": [[13, 2]], ""3205495869"": [[14, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532902"": [[13, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[12, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Earthy,Sweet,Creamy,Cognac,Clean,Moldy,Fruity,Musty,Waxy,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC(C)C,5421-27-2,4P///wAEAAATAAAAAAJ0eO7KGNQSXQAiDG6oGgoaPHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0], [15, 0], [16, 0]], ""2"": [[11, 0], [12, 0]], ""174871896"": [[13, 2]], ""193923546"": [[9, 2]], ""471558386"": [[1, 2]], ""614173298"": [[10, 1]], ""614176388"": [[14, 1]], ""894540427"": [[14, 2]], ""1051266860"": [[12, 2]], ""2123333315"": [[10, 2]], ""3205495869"": [[15, 1], [16, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532902"": [[13, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[12, 1]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Waxy,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC=C,7493-76-7,4P///wAEAAARAAAAAALu7uTUEjzwoKgaCho8atAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0], [15, 0]], ""2"": [[11, 0], [12, 0]], ""193923546"": [[9, 2]], ""471520143"": [[14, 2]], ""471558386"": [[1, 2]], ""614173298"": [[10, 1]], ""1051266860"": [[12, 2]], ""2123333315"": [[10, 2]], ""3205495930"": [[0, 1], [15, 1]], ""3205496824"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532902"": [[13, 1]], ""3766532953"": [[1, 1], [14, 1]], ""3768571706"": [[12, 1]], ""4196735481"": [[13, 2]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Waxy,Pineapple,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC=C(C)CCC=C(C)C,68892-05-7,4P///wAEAAAWAAAAAAJ0eO5wcgTOEjzwBJoofhoKGjx4wg4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0]], ""2"": [[11, 0], [12, 0]], ""193923546"": [[9, 2]], ""193987944"": [[17, 2]], ""471558386"": [[1, 2]], ""614173298"": [[10, 1]], ""614176451"": [[15, 1], [20, 1]], ""1051266860"": [[12, 2]], ""2059618198"": [[15, 2]], ""2123333315"": [[10, 2]], ""2794852651"": [[19, 2]], ""2795076312"": [[14, 2]], ""3205495869"": [[16, 1], [21, 1], [22, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3210382965"": [[20, 2]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [17, 1], [18, 1]], ""3766532902"": [[13, 1]], ""3766532953"": [[1, 1], [14, 1], [19, 1]], ""3768571706"": [[12, 1]], ""4196735481"": [[13, 2]], ""4203102565"": [[2, 2], [18, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Rose,Waxy,Leafy,Floral,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCCCC,109-42-2,4P///wAEAAATAAAAAAJ0eO7k1BKACgiWoKgaCho8eQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [13, 0], [14, 0], [15, 0], [16, 0]], ""2"": [[11, 0], [12, 0]], ""193923546"": [[9, 2]], ""471558386"": [[1, 2]], ""614173298"": [[10, 1]], ""1051266860"": [[12, 2]], ""2123333315"": [[10, 2]], ""2602795547"": [[15, 2]], ""3205495869"": [[16, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [14, 1], [15, 1]], ""3766532902"": [[13, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[12, 1]], ""4196921889"": [[13, 2]], ""4203102565"": [[2, 2]], ""4203102758"": [[14, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Fusel,Winey,Buttery,Fruity,Waxy,Floral,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC=O,112-45-8,4P///wAEAAAMAAAAAALu7tQKAtQdA4AaQQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[11, 0]], ""471506269"": [[10, 2]], ""471558386"": [[1, 2]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532953"": [[1, 1]], ""3766532967"": [[10, 1]], ""4203102563"": [[9, 2]], ""4203102565"": [[2, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Sweet,Orange,Rose,Aldehydic,Citrus,Waxy,Marine,Green,Mandarin,Floral,,,,,,,,,,,,,,,,,
C=CCCCCCCCCCC(=O)O,65423-25-8,4P///wAEAAARAAAAAAAAKg6y7p40DjZcPh0DgIgyjg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""1"": [[13, 0]], ""2"": [[12, 0]], ""32"": [[11, 0]], ""209048961"": [[10, 2]], ""471558386"": [[1, 2]], ""605976925"": [[11, 1]], ""1714334018"": [[11, 2]], ""3205495832"": [[12, 1]], ""3205495930"": [[0, 1]], ""3205496734"": [[13, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532953"": [[1, 1]], ""3766533048"": [[10, 1]], ""4203102565"": [[2, 2]], ""4203102640"": [[9, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Aldehydic,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCCO,112-43-6,4P///wAEAAAMAAAAAATs7uTUMmzZARhmfQAM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""3"": [[11, 0]], ""471558386"": [[1, 2]], ""2602707434"": [[10, 2]], ""3205495930"": [[0, 1]], ""3205496825"": [[11, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532901"": [[10, 1]], ""3766532953"": [[1, 1]], ""4203102565"": [[2, 2]], ""4203102753"": [[9, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Ozone,Fresh,Clean,Citrus,Waxy,Floral,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCCOC(C)=O,112-19-6,4P///wAEAAARAAAAAAJ0eO7k1KAIlpUAGgoaPMxuDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [12, 0], [13, 0]], ""2"": [[11, 0], [14, 0]], ""471558386"": [[1, 2]], ""614173298"": [[12, 1]], ""1051266860"": [[11, 2]], ""3205495869"": [[13, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[14, 1]], ""3515543488"": [[12, 2]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532902"": [[10, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[11, 1]], ""4196921889"": [[10, 2]], ""4203102565"": [[2, 2]], ""4203102758"": [[9, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Fresh,Laundered cloth,Rose,Cheese,Dairy,Clean,Waxy,Fruity,Clothes,Sharp,Meaty,Licorice,,,,,,,,,,,,,,,
C=CCCCCCCCCCOCCC#N,63095-34-1,4P///wAEAAARAAAAAAIA7Ipi5A7EApwI+OgaJjyZAA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [12, 0], [13, 0], [14, 0]], ""2"": [[11, 0], [15, 0]], ""471558386"": [[1, 2]], ""472781827"": [[14, 2]], ""1119868269"": [[11, 2]], ""3205495930"": [[0, 1]], ""3205496000"": [[15, 1]], ""3766532771"": [[14, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [13, 1]], ""3766532902"": [[10, 1], [12, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[11, 1]], ""4196921889"": [[10, 2], [12, 2]], ""4203092434"": [[13, 2]], ""4203102565"": [[2, 2]], ""4203102758"": [[9, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]}",Pineapple,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCO,13019-22-2,4P///wAEAAAMAAAAAATs7uTUMmzZARhmfQAM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""3"": [[10, 0]], ""471558386"": [[1, 2]], ""2602707434"": [[9, 2]], ""3205495930"": [[0, 1]], ""3205496825"": [[10, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""3766532901"": [[9, 1]], ""3766532953"": [[1, 1]], ""4203102565"": [[2, 2]], ""4203102753"": [[8, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]}",Fresh,Rose,Clean,Aldehydic,Waxy,Floral,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCOC(=O)CC,68480-06-8,4P///wAEAAASAAAAAAJ0agzu5NSgCJagqBoKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [11, 0], [13, 0], [14, 0]], ""2"": [[10, 0], [12, 0]], ""471558386"": [[1, 2]], ""614173298"": [[11, 1]], ""679236723"": [[13, 2]], ""1051266860"": [[10, 2]], ""2123333315"": [[11, 2]], ""3205495869"": [[14, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[12, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [13, 1]], ""3766532902"": [[9, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[10, 1]], ""4196921889"": [[9, 2]], ""4203102565"": [[2, 2]], ""4203102758"": [[8, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]}",Fresh,Rose,Amber,Waxy,Floral,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCOC(C)=O,50816-18-7,4P///wAEAAARAAAAAAJ0eO7k1KAIlpUAGgoaPMxuDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [11, 0], [12, 0]], ""2"": [[10, 0], [13, 0]], ""471558386"": [[1, 2]], ""614173298"": [[11, 1]], ""1051266860"": [[10, 2]], ""3205495869"": [[12, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[13, 1]], ""3515543488"": [[11, 2]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""3766532902"": [[9, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[10, 1]], ""4196921889"": [[9, 2]], ""4203102565"": [[2, 2]], ""4203102758"": [[8, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]}",Rose,Magnolia,Ambrette,Peony,Floral,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCN=C=S,49776-81-0,4P///wAEAAAQAAAAAAIQ3O4quFp4qsUBGmQkHPgO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0]], ""2"": [[6, 0], [8, 0]], ""471558386"": [[1, 2]], ""1120544008"": [[6, 2]], ""2619023763"": [[7, 2]], ""3205495930"": [[0, 1]], ""3205496824"": [[8, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1]], ""3766532902"": [[5, 1]], ""3766532953"": [[1, 1]], ""3766535179"": [[7, 1]], ""3768571771"": [[6, 1]], ""4196923244"": [[5, 2]], ""4203102565"": [[2, 2]], ""4203102758"": [[4, 2]], ""4203103696"": [[3, 2]]}",Wasabi,Green,Pungent,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCO,821-41-0,4P///wAEAAAMAAAAAATs7uTUMmzZARhmfQAM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0]], ""3"": [[6, 0]], ""471558386"": [[1, 2]], ""2602707434"": [[5, 2]], ""3205495930"": [[0, 1]], ""3205496825"": [[6, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1]], ""3766532901"": [[5, 1]], ""3766532953"": [[1, 1]], ""4203102565"": [[2, 2]], ""4203102753"": [[4, 2]], ""4203103696"": [[3, 2]]}",Green,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCN=C=S,18060-79-2,4P///wAEAAAPAAAAAAIQ3O4quFpJAMUBGmQkHPgO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [6, 0]], ""2"": [[5, 0], [7, 0]], ""471558386"": [[1, 2]], ""1120544008"": [[5, 2]], ""2619023763"": [[6, 2]], ""3205495930"": [[0, 1]], ""3205496824"": [[7, 1]], ""3766532888"": [[2, 1], [3, 1]], ""3766532902"": [[4, 1]], ""3766532953"": [[1, 1]], ""3766535179"": [[6, 1]], ""3768571771"": [[5, 1]], ""4196923244"": [[4, 2]], ""4203102565"": [[2, 2]], ""4203102758"": [[3, 2]]}",Radish,Wasabi,Pungent,Vegetable,Horseradish,Green,,,,,,,,,,,,,,,,,,,,,
